MovementID,CompanyID,PartyID,PartyName,PartyType,FirstTransactionDate,LastTransactionDate,TotalSalesValue,TotalPurchaseValue,TransactionCount,DaysSinceLastTxn,Status,SalesPerson,City,State,CreatedAt,UpdatedAt
CMOV-0372,COMP-0022,PTY-0417,Vikram Sharma Distributors,Both,2024-04-10,2024-05-06,50000,360000,2,-5,Active,Unassigned,Coimbatore,Tamil Nadu,2024-05-06 00:00:00,2024-05-01 08:00:00
CMOV-0373,COMP-0022,PTY-0418,Vikram Kumar Traders,Supplier,2024-04-04,2024-06-28,93000,0,4,-58,Active,Rajesh Kumar,Bangalore,Karnataka,2024-06-28 00:00:00,2024-05-01 08:00:00
CMOV-0374,COMP-0022,PTY-0419,Amit Singh Distributors,Both,2024-04-21,2024-06-28,6000,230000,4,-58,Active,Unassigned,Mysore,Karnataka,2024-06-28 00:00:00,2024-05-01 08:00:00
CMOV-0375,COMP-0022,PTY-0420,Priya Singh Suppliers,Customer,2024-04-23,2024-06-27,91500,0,3,-57,Active,Rajesh Kumar,Nagpur,Maharashtra,2024-06-27 00:00:00,2024-05-01 08:00:00
CMOV-0376,COMP-0023,PTY-0422,Amit Sharma Distributors,Supplier,2024-04-05,2024-05-30,643900,1314400,15,-29,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-05-30 00:00:00,2024-05-01 08:00:00
CMOV-0377,COMP-0023,PTY-0424,Vikram Gupta Suppliers,Both,2024-06-20,2024-06-20,0,10500,1,-50,Active,Amit Shah,Delhi,Delhi,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0378,COMP-0023,PTY-0425,Priya Kumar Suppliers,Both,2024-05-19,2024-05-19,524000,0,2,-18,Active,Unassigned,Surat,Gujarat,2024-05-19 00:00:00,2024-05-01 08:00:00
CMOV-0379,COMP-0023,PTY-0426,Amit Gupta Suppliers,Both,2024-04-07,2024-04-11,0,460000,3,20,Active,Unassigned,Ahmedabad,Gujarat,2024-04-11 00:00:00,2024-05-01 08:00:00
CMOV-0380,COMP-0023,PTY-0427,Amit Kumar Suppliers,Supplier,2024-05-11,2024-05-11,298000,0,3,-10,Active,Amit Shah,Mumbai,Maharashtra,2024-05-11 00:00:00,2024-05-01 08:00:00
CMOV-0381,COMP-0023,PTY-0428,Vikram Kumar Distributors,Both,2024-06-09,2024-06-26,486000,0,5,-56,Active,Unassigned,Delhi,Delhi,2024-06-26 00:00:00,2024-05-01 08:00:00
CMOV-0382,COMP-0023,PTY-0429,Vikram Kumar Suppliers,Both,2024-04-17,2024-04-17,0,140000,2,14,Active,Amit Shah,Pune,Maharashtra,2024-04-17 00:00:00,2024-05-01 08:00:00
CMOV-0383,COMP-0023,PTY-0430,Rajesh Kumar Distributors,Both,2024-05-31,2024-06-24,403500,275000,6,-54,Active,Rajesh Kumar,Pune,Maharashtra,2024-06-24 00:00:00,2024-05-01 08:00:00
CMOV-0384,COMP-0023,PTY-0431,Vikram Singh Suppliers,Both,2024-04-18,2024-04-18,0,524500,2,13,Active,Unassigned,Delhi,Delhi,2024-04-18 00:00:00,2024-05-01 08:00:00
CMOV-0385,COMP-0023,PTY-0432,Amit Patel Distributors,Both,2024-05-13,2024-06-30,314000,0,5,-60,Active,Amit Shah,Delhi,Delhi,2024-06-30 00:00:00,2024-05-01 08:00:00
CMOV-0386,COMP-0023,PTY-0433,Amit Singh Suppliers,Both,2024-04-07,2024-05-21,340000,21000,3,-20,Active,Unassigned,Delhi,Delhi,2024-05-21 00:00:00,2024-05-01 08:00:00
CMOV-0387,COMP-0023,PTY-0435,Rajesh Patel Traders,Customer,2024-04-26,2024-04-26,60000,0,1,5,Active,Amit Shah,Surat,Gujarat,2024-04-26 00:00:00,2024-05-01 08:00:00
CMOV-0388,COMP-0023,PTY-0436,Neha Sharma Traders,Both,2024-06-27,2024-06-27,605000,0,2,-57,Active,Amit Shah,Pune,Maharashtra,2024-06-27 00:00:00,2024-05-01 08:00:00
CMOV-0389,COMP-0023,PTY-0438,Neha Singh Distributors,Customer,2024-05-28,2024-06-13,275000,577500,4,-43,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-06-13 00:00:00,2024-05-01 08:00:00
CMOV-0390,COMP-0023,PTY-0439,Neha Kumar Suppliers,Supplier,2024-05-21,2024-06-08,191000,60000,3,-38,Active,Amit Shah,Coimbatore,Tamil Nadu,2024-06-08 00:00:00,2024-05-01 08:00:00
CMOV-0391,COMP-0023,PTY-0441,Neha Sharma Traders,Supplier,2024-04-02,2024-04-02,740000,0,2,29,Active,Amit Shah,Mysore,Karnataka,2024-04-02 00:00:00,2024-05-01 08:00:00
CMOV-0392,COMP-0023,PTY-0442,Neha Singh Suppliers,Both,2024-04-13,2024-04-13,0,252000,1,18,Active,Rajesh Kumar,Surat,Gujarat,2024-04-13 00:00:00,2024-05-01 08:00:00
CMOV-0393,COMP-0023,PTY-0443,Vikram Sharma Distributors,Both,2024-04-06,2024-04-06,0,370000,2,25,Active,Unassigned,Bangalore,Karnataka,2024-04-06 00:00:00,2024-05-01 08:00:00
CMOV-0394,COMP-0023,PTY-0444,Neha Singh Traders,Customer,2024-04-13,2024-05-08,788600,0,3,-7,Active,Amit Shah,Bangalore,Karnataka,2024-05-08 00:00:00,2024-05-01 08:00:00
CMOV-0395,COMP-0024,PTY-0446,Priya Sharma Traders,Customer,2024-05-03,2024-05-24,277500,644000,7,-23,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-05-24 00:00:00,2024-05-01 08:00:00
CMOV-0396,COMP-0024,PTY-0447,Amit Kumar Traders,Both,2024-06-16,2024-06-16,85000,0,2,-46,Active,Unassigned,Bangalore,Karnataka,2024-06-16 00:00:00,2024-05-01 08:00:00
CMOV-0397,COMP-0024,PTY-0449,Priya Singh Distributors,Customer,2024-05-03,2024-06-29,701700,1046000,9,-59,Active,Amit Shah,Surat,Gujarat,2024-06-29 00:00:00,2024-05-01 08:00:00
CMOV-0398,COMP-0024,PTY-0450,Rajesh Patel Traders,Supplier,2024-04-24,2024-05-18,524000,0,2,-17,Active,Amit Shah,Delhi,Delhi,2024-05-18 00:00:00,2024-05-01 08:00:00
CMOV-0399,COMP-0024,PTY-0451,Neha Patel Traders,Customer,2024-04-15,2024-05-02,84000,456000,4,-1,Active,Unassigned,Delhi,Delhi,2024-05-02 00:00:00,2024-05-01 08:00:00
CMOV-0400,COMP-0024,PTY-0452,Rajesh Singh Suppliers,Customer,2024-04-22,2024-06-08,640000,0,3,-38,Active,Amit Shah,Ahmedabad,Gujarat,2024-06-08 00:00:00,2024-05-01 08:00:00
CMOV-0401,COMP-0024,PTY-0453,Amit Sharma Traders,Both,2024-05-22,2024-05-22,84500,0,2,-21,Active,Unassigned,Mysore,Karnataka,2024-05-22 00:00:00,2024-05-01 08:00:00
CMOV-0402,COMP-0024,PTY-0454,Vikram Gupta Traders,Both,2024-06-05,2024-06-21,677000,0,4,-51,Active,Amit Shah,Bangalore,Karnataka,2024-06-21 00:00:00,2024-05-01 08:00:00
CMOV-0403,COMP-0024,PTY-0456,Neha Kumar Suppliers,Both,2024-04-02,2024-04-02,0,35000,2,29,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-04-02 00:00:00,2024-05-01 08:00:00
CMOV-0404,COMP-0024,PTY-0457,Neha Kumar Traders,Both,2024-04-09,2024-06-13,0,426500,3,-43,Active,Unassigned,Surat,Gujarat,2024-06-13 00:00:00,2024-05-01 08:00:00
CMOV-0405,COMP-0024,PTY-0458,Rajesh Gupta Traders,Customer,2024-04-19,2024-04-22,547200,0,4,9,Active,Amit Shah,Mumbai,Maharashtra,2024-04-22 00:00:00,2024-05-01 08:00:00
CMOV-0406,COMP-0024,PTY-0459,Rajesh Gupta Distributors,Both,2024-06-16,2024-06-16,13300,0,2,-46,Active,Amit Shah,Mysore,Karnataka,2024-06-16 00:00:00,2024-05-01 08:00:00
CMOV-0407,COMP-0024,PTY-0460,Rajesh Sharma Suppliers,Customer,2024-04-12,2024-06-06,324000,264500,5,-36,Active,Amit Shah,Surat,Gujarat,2024-06-06 00:00:00,2024-05-01 08:00:00
CMOV-0408,COMP-0024,PTY-0461,Vikram Sharma Traders,Both,2024-04-13,2024-04-13,0,301300,3,18,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-04-13 00:00:00,2024-05-01 08:00:00
CMOV-0409,COMP-0024,PTY-0462,Rajesh Sharma Traders,Customer,2024-04-01,2024-06-12,165000,133000,3,-42,Active,Amit Shah,Surat,Gujarat,2024-06-12 00:00:00,2024-05-01 08:00:00
CMOV-0410,COMP-0024,PTY-0464,Amit Gupta Traders,Both,2024-05-15,2024-05-15,170700,0,2,-14,Active,Amit Shah,Mysore,Karnataka,2024-05-15 00:00:00,2024-05-01 08:00:00
CMOV-0411,COMP-0025,PTY-0465,Vikram Patel Distributors,Customer,2024-04-23,2024-06-22,51800,885000,5,-52,Active,Unassigned,Surat,Gujarat,2024-06-22 00:00:00,2024-05-01 08:00:00
CMOV-0412,COMP-0025,PTY-0466,Amit Sharma Traders,Supplier,2024-04-25,2024-04-26,295500,394500,5,5,Active,Amit Shah,Pune,Maharashtra,2024-04-26 00:00:00,2024-05-01 08:00:00
CMOV-0413,COMP-0025,PTY-0467,Vikram Sharma Traders,Both,2024-04-17,2024-06-12,1516800,879500,14,-42,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-06-12 00:00:00,2024-05-01 08:00:00
CMOV-0414,COMP-0025,PTY-0468,Neha Sharma Distributors,Customer,2024-04-04,2024-06-21,800000,705000,5,-51,Active,Unassigned,Coimbatore,Tamil Nadu,2024-06-21 00:00:00,2024-05-01 08:00:00
CMOV-0415,COMP-0025,PTY-0469,Priya Kumar Distributors,Both,2024-04-09,2024-06-24,1063400,0,6,-54,Active,Unassigned,Mumbai,Maharashtra,2024-06-24 00:00:00,2024-05-01 08:00:00
CMOV-0416,COMP-0025,PTY-0470,Vikram Gupta Distributors,Both,2024-04-15,2024-05-25,2059800,333000,10,-24,Active,Unassigned,Pune,Maharashtra,2024-05-25 00:00:00,2024-05-01 08:00:00
CMOV-0417,COMP-0025,PTY-0471,Priya Kumar Suppliers,Customer,2024-04-06,2024-05-16,0,306700,4,-15,Active,Rajesh Kumar,Chennai,Tamil Nadu,2024-05-16 00:00:00,2024-05-01 08:00:00
CMOV-0418,COMP-0025,PTY-0472,Priya Gupta Suppliers,Supplier,2024-04-05,2024-06-08,1053000,316800,7,-38,Active,Rajesh Kumar,Nagpur,Maharashtra,2024-06-08 00:00:00,2024-05-01 08:00:00
CMOV-0419,COMP-0025,PTY-0473,Priya Gupta Distributors,Supplier,2024-05-18,2024-06-29,549200,253600,8,-59,Active,Unassigned,Surat,Gujarat,2024-06-29 00:00:00,2024-05-01 08:00:00
CMOV-0420,COMP-0025,PTY-0474,Amit Sharma Distributors,Supplier,2024-06-16,2024-06-21,456000,974700,5,-51,Active,Unassigned,Delhi,Delhi,2024-06-21 00:00:00,2024-05-01 08:00:00
CMOV-0421,COMP-0025,PTY-0475,Vikram Singh Distributors,Supplier,2024-04-04,2024-05-27,1796000,958100,10,-26,Active,Rajesh Kumar,Surat,Gujarat,2024-05-27 00:00:00,2024-05-01 08:00:00
CMOV-0422,COMP-0025,PTY-0476,Priya Gupta Traders,Customer,2024-04-16,2024-04-16,499500,0,3,15,Active,Rajesh Kumar,Surat,Gujarat,2024-04-16 00:00:00,2024-05-01 08:00:00
CMOV-0423,COMP-0025,PTY-0477,Rajesh Patel Traders,Supplier,2024-04-20,2024-06-16,62000,361500,4,-46,Active,Amit Shah,Chennai,Tamil Nadu,2024-06-16 00:00:00,2024-05-01 08:00:00
CMOV-0424,COMP-0025,PTY-0478,Rajesh Singh Distributors,Customer,2024-04-13,2024-06-15,1193500,0,7,-45,Active,Unassigned,Ahmedabad,Gujarat,2024-06-15 00:00:00,2024-05-01 08:00:00
CMOV-0425,COMP-0025,PTY-0479,Amit Sharma Traders,Supplier,2024-04-10,2024-06-24,596600,1391800,12,-54,Active,Unassigned,Bangalore,Karnataka,2024-06-24 00:00:00,2024-05-01 08:00:00
CMOV-0426,COMP-0026,PTY-0480,Neha Kumar Traders,Customer,2024-06-02,2024-06-02,165000,0,1,-32,Active,Rajesh Kumar,Chennai,Tamil Nadu,2024-06-02 00:00:00,2024-05-01 08:00:00
CMOV-0427,COMP-0026,PTY-0481,Amit Sharma Distributors,Supplier,2024-04-05,2024-05-11,675000,0,3,-10,Active,Unassigned,Delhi,Delhi,2024-05-11 00:00:00,2024-05-01 08:00:00
CMOV-0428,COMP-0026,PTY-0483,Priya Gupta Traders,Supplier,2024-04-08,2024-04-13,2700,394500,3,18,Active,Amit Shah,Chennai,Tamil Nadu,2024-04-13 00:00:00,2024-05-01 08:00:00
CMOV-0429,COMP-0026,PTY-0485,Neha Patel Distributors,Both,2024-04-27,2024-04-27,7500,0,1,4,Active,Rajesh Kumar,Bangalore,Karnataka,2024-04-27 00:00:00,2024-05-01 08:00:00
CMOV-0430,COMP-0026,PTY-0486,Rajesh Patel Traders,Both,2024-04-30,2024-05-30,81800,830000,4,-29,Active,Amit Shah,Delhi,Delhi,2024-05-30 00:00:00,2024-05-01 08:00:00
CMOV-0431,COMP-0026,PTY-0487,Vikram Patel Traders,Customer,2024-04-09,2024-06-18,2900000,1477500,16,-48,Active,Amit Shah,Ahmedabad,Gujarat,2024-06-18 00:00:00,2024-05-01 08:00:00
CMOV-0432,COMP-0026,PTY-0488,Neha Patel Distributors,Customer,2024-05-29,2024-05-29,395000,0,2,-28,Active,Unassigned,Chennai,Tamil Nadu,2024-05-29 00:00:00,2024-05-01 08:00:00
CMOV-0433,COMP-0026,PTY-0489,Neha Kumar Suppliers,Supplier,2024-06-06,2024-06-06,216500,0,3,-36,Active,Amit Shah,Delhi,Delhi,2024-06-06 00:00:00,2024-05-01 08:00:00
CMOV-0434,COMP-0026,PTY-0490,Rajesh Singh Distributors,Both,2024-04-18,2024-04-18,340000,0,2,13,Active,Rajesh Kumar,Bangalore,Karnataka,2024-04-18 00:00:00,2024-05-01 08:00:00
CMOV-0435,COMP-0026,PTY-0491,Priya Singh Suppliers,Supplier,2024-04-02,2024-04-26,2035000,480900,8,5,Active,Unassigned,Bangalore,Karnataka,2024-04-26 00:00:00,2024-05-01 08:00:00
CMOV-0436,COMP-0026,PTY-0493,Priya Sharma Distributors,Both,2024-04-30,2024-06-28,1003000,259500,7,-58,Active,Rajesh Kumar,Coimbatore,Tamil Nadu,2024-06-28 00:00:00,2024-05-01 08:00:00
CMOV-0437,COMP-0026,PTY-0494,Priya Patel Traders,Both,2024-04-15,2024-06-18,946500,0,6,-48,Active,Unassigned,Mysore,Karnataka,2024-06-18 00:00:00,2024-05-01 08:00:00
CMOV-0438,COMP-0026,PTY-0495,Neha Sharma Suppliers,Supplier,2024-05-13,2024-06-23,715000,10500,3,-53,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-06-23 00:00:00,2024-05-01 08:00:00
CMOV-0439,COMP-0026,PTY-0496,Amit Kumar Distributors,Supplier,2024-04-07,2024-06-18,306500,172500,5,-48,Active,Unassigned,Pune,Maharashtra,2024-06-18 00:00:00,2024-05-01 08:00:00
CMOV-0440,COMP-0026,PTY-0497,Rajesh Sharma Distributors,Customer,2024-04-03,2024-04-03,0,168000,1,28,Active,Amit Shah,Mysore,Karnataka,2024-04-03 00:00:00,2024-05-01 08:00:00
CMOV-0441,COMP-0027,PTY-0498,Priya Kumar Suppliers,Both,2024-04-02,2024-05-04,390000,166500,3,-3,Active,Rajesh Kumar,Bangalore,Karnataka,2024-05-04 00:00:00,2024-05-01 08:00:00
CMOV-0442,COMP-0027,PTY-0499,Priya Sharma Distributors,Customer,2024-04-24,2024-06-15,500000,0,3,-45,Active,Unassigned,Chennai,Tamil Nadu,2024-06-15 00:00:00,2024-05-01 08:00:00
CMOV-0443,COMP-0027,PTY-0500,Amit Sharma Traders,Customer,2024-04-14,2024-06-26,260000,674500,8,-56,Active,Rajesh Kumar,Delhi,Delhi,2024-06-26 00:00:00,2024-05-01 08:00:00
CMOV-0444,COMP-0027,PTY-0502,Neha Patel Traders,Customer,2024-04-10,2024-04-10,574500,0,3,21,Active,Amit Shah,Mysore,Karnataka,2024-04-10 00:00:00,2024-05-01 08:00:00
CMOV-0445,COMP-0027,PTY-0503,Neha Sharma Traders,Customer,2024-05-08,2024-05-08,6300,0,1,-7,Active,Unassigned,Delhi,Delhi,2024-05-08 00:00:00,2024-05-01 08:00:00
CMOV-0446,COMP-0027,PTY-0504,Amit Patel Distributors,Customer,2024-04-20,2024-06-12,120000,460000,4,-42,Active,Amit Shah,Chennai,Tamil Nadu,2024-06-12 00:00:00,2024-05-01 08:00:00
CMOV-0447,COMP-0027,PTY-0505,Neha Singh Distributors,Supplier,2024-04-17,2024-05-27,0,151000,2,-26,Active,Amit Shah,Mysore,Karnataka,2024-05-27 00:00:00,2024-05-01 08:00:00
CMOV-0448,COMP-0027,PTY-0506,Neha Kumar Traders,Both,2024-05-04,2024-06-07,0,1165400,3,-37,Active,Rajesh Kumar,Bangalore,Karnataka,2024-06-07 00:00:00,2024-05-01 08:00:00
CMOV-0449,COMP-0027,PTY-0507,Rajesh Patel Traders,Supplier,2024-04-14,2024-05-13,0,1938000,9,-12,Active,Amit Shah,Coimbatore,Tamil Nadu,2024-05-13 00:00:00,2024-05-01 08:00:00
CMOV-0450,COMP-0027,PTY-0508,Amit Singh Suppliers,Supplier,2024-05-02,2024-06-28,252000,1800,2,-58,Active,Amit Shah,Delhi,Delhi,2024-06-28 00:00:00,2024-05-01 08:00:00
CMOV-0451,COMP-0027,PTY-0509,Vikram Kumar Traders,Customer,2024-06-03,2024-06-03,70000,0,1,-33,Active,Rajesh Kumar,Chennai,Tamil Nadu,2024-06-03 00:00:00,2024-05-01 08:00:00
CMOV-0452,COMP-0027,PTY-0510,Amit Kumar Suppliers,Both,2024-04-29,2024-06-28,1460200,2790500,17,-58,Active,Amit Shah,Surat,Gujarat,2024-06-28 00:00:00,2024-05-01 08:00:00
CMOV-0453,COMP-0027,PTY-0511,Vikram Gupta Distributors,Customer,2024-06-13,2024-06-22,165000,893000,5,-52,Active,Rajesh Kumar,Delhi,Delhi,2024-06-22 00:00:00,2024-05-01 08:00:00
CMOV-0454,COMP-0028,PTY-0513,Vikram Kumar Traders,Supplier,2024-06-02,2024-06-30,1191200,0,5,-60,Active,Amit Shah,Coimbatore,Tamil Nadu,2024-06-30 00:00:00,2024-05-01 08:00:00
CMOV-0455,COMP-0028,PTY-0514,Rajesh Kumar Suppliers,Customer,2024-04-17,2024-05-08,93000,394900,5,-7,Active,Amit Shah,Bangalore,Karnataka,2024-05-08 00:00:00,2024-05-01 08:00:00
CMOV-0456,COMP-0028,PTY-0515,Rajesh Sharma Distributors,Customer,2024-05-11,2024-06-24,333600,0,2,-54,Active,Unassigned,Coimbatore,Tamil Nadu,2024-06-24 00:00:00,2024-05-01 08:00:00
CMOV-0457,COMP-0028,PTY-0516,Vikram Singh Distributors,Supplier,2024-05-16,2024-06-09,1314000,420900,10,-39,Active,Unassigned,Coimbatore,Tamil Nadu,2024-06-09 00:00:00,2024-05-01 08:00:00
CMOV-0458,COMP-0028,PTY-0518,Neha Patel Distributors,Supplier,2024-04-02,2024-06-18,770000,1419500,9,-48,Active,Rajesh Kumar,Ahmedabad,Gujarat,2024-06-18 00:00:00,2024-05-01 08:00:00
CMOV-0459,COMP-0028,PTY-0519,Priya Sharma Traders,Customer,2024-04-15,2024-04-19,325000,223500,3,12,Active,Rajesh Kumar,Pune,Maharashtra,2024-04-19 00:00:00,2024-05-01 08:00:00
CMOV-0460,COMP-0028,PTY-0520,Priya Gupta Traders,Supplier,2024-04-15,2024-06-17,454500,28100,5,-47,Active,Amit Shah,Delhi,Delhi,2024-06-17 00:00:00,2024-05-01 08:00:00
CMOV-0461,COMP-0028,PTY-0521,Amit Sharma Suppliers,Supplier,2024-05-05,2024-06-15,0,758000,7,-45,Active,Amit Shah,Bangalore,Karnataka,2024-06-15 00:00:00,2024-05-01 08:00:00
CMOV-0462,COMP-0028,PTY-0522,Amit Gupta Traders,Supplier,2024-04-04,2024-06-28,600000,1175000,8,-58,Active,Unassigned,Delhi,Delhi,2024-06-28 00:00:00,2024-05-01 08:00:00
CMOV-0463,COMP-0028,PTY-0523,Rajesh Sharma Suppliers,Supplier,2024-06-19,2024-06-19,183000,0,3,-49,Active,Rajesh Kumar,Bangalore,Karnataka,2024-06-19 00:00:00,2024-05-01 08:00:00
CMOV-0464,COMP-0028,PTY-0524,Amit Gupta Traders,Both,2024-04-22,2024-04-22,0,612500,3,9,Active,Rajesh Kumar,Pune,Maharashtra,2024-04-22 00:00:00,2024-05-01 08:00:00
CMOV-0465,COMP-0028,PTY-0525,Priya Gupta Traders,Both,2024-04-06,2024-06-04,0,1325500,6,-34,Active,Rajesh Kumar,Bangalore,Karnataka,2024-06-04 00:00:00,2024-05-01 08:00:00
CMOV-0466,COMP-0028,PTY-0526,Neha Kumar Distributors,Both,2024-05-15,2024-06-20,0,1523800,7,-50,Active,Amit Shah,Mysore,Karnataka,2024-06-20 00:00:00,2024-05-01 08:00:00
CMOV-0467,COMP-0028,PTY-0527,Neha Kumar Suppliers,Both,2024-05-01,2024-06-21,506400,398500,10,-51,Active,Unassigned,Nagpur,Maharashtra,2024-06-21 00:00:00,2024-05-01 08:00:00
CMOV-0468,COMP-0028,PTY-0528,Rajesh Gupta Suppliers,Both,2024-04-15,2024-04-15,1284500,0,3,16,Active,Rajesh Kumar,Nagpur,Maharashtra,2024-04-15 00:00:00,2024-05-01 08:00:00
CMOV-0469,COMP-0028,PTY-0529,Amit Gupta Traders,Both,2024-04-25,2024-05-28,480000,685000,3,-27,Active,Rajesh Kumar,Mumbai,Maharashtra,2024-05-28 00:00:00,2024-05-01 08:00:00
CMOV-0470,COMP-0028,PTY-0530,Amit Patel Distributors,Both,2024-05-10,2024-06-17,1407000,1756400,10,-47,Active,Unassigned,Delhi,Delhi,2024-06-17 00:00:00,2024-05-01 08:00:00
CMOV-0471,COMP-0029,PTY-0532,Amit Patel Traders,Both,2024-04-09,2024-04-09,483500,0,3,22,Active,Rajesh Kumar,Mumbai,Maharashtra,2024-04-09 00:00:00,2024-05-01 08:00:00
CMOV-0472,COMP-0029,PTY-0534,Amit Patel Suppliers,Both,2024-04-13,2024-04-13,0,44500,2,18,Active,Unassigned,Bangalore,Karnataka,2024-04-13 00:00:00,2024-05-01 08:00:00
CMOV-0473,COMP-0029,PTY-0535,Neha Singh Suppliers,Both,2024-06-15,2024-06-15,7200,0,1,-45,Active,Amit Shah,Mumbai,Maharashtra,2024-06-15 00:00:00,2024-05-01 08:00:00
CMOV-0474,COMP-0029,PTY-0536,Amit Gupta Traders,Both,2024-04-27,2024-06-11,6900,315000,5,-41,Active,Unassigned,Delhi,Delhi,2024-06-11 00:00:00,2024-05-01 08:00:00
CMOV-0475,COMP-0029,PTY-0538,Priya Gupta Suppliers,Supplier,2024-04-09,2024-04-09,0,697500,3,22,Active,Rajesh Kumar,Delhi,Delhi,2024-04-09 00:00:00,2024-05-01 08:00:00
CMOV-0476,COMP-0029,PTY-0540,Rajesh Singh Distributors,Customer,2024-06-24,2024-06-24,0,385000,1,-54,Active,Rajesh Kumar,Bangalore,Karnataka,2024-06-24 00:00:00,2024-05-01 08:00:00
CMOV-0477,COMP-0029,PTY-0541,Vikram Singh Traders,Both,2024-04-27,2024-06-28,509800,663000,7,-58,Active,Unassigned,Delhi,Delhi,2024-06-28 00:00:00,2024-05-01 08:00:00
CMOV-0478,COMP-0029,PTY-0542,Amit Singh Distributors,Customer,2024-05-27,2024-05-27,13500,0,2,-26,Active,Amit Shah,Surat,Gujarat,2024-05-27 00:00:00,2024-05-01 08:00:00
CMOV-0479,COMP-0029,PTY-0543,Priya Kumar Suppliers,Both,2024-04-25,2024-06-01,495000,20000,3,-31,Active,Rajesh Kumar,Bangalore,Karnataka,2024-06-01 00:00:00,2024-05-01 08:00:00
CMOV-0480,COMP-0029,PTY-0544,Rajesh Singh Suppliers,Customer,2024-04-16,2024-04-19,390000,723000,3,12,Active,Amit Shah,Mumbai,Maharashtra,2024-04-19 00:00:00,2024-05-01 08:00:00
CMOV-0481,COMP-0029,PTY-0546,Vikram Gupta Distributors,Both,2024-05-29,2024-05-29,14000,0,1,-28,Active,Rajesh Kumar,Mumbai,Maharashtra,2024-05-29 00:00:00,2024-05-01 08:00:00
CMOV-0482,COMP-0029,PTY-0547,Vikram Singh Distributors,Supplier,2024-04-29,2024-05-22,49800,0,3,-21,Active,Rajesh Kumar,Delhi,Delhi,2024-05-22 00:00:00,2024-05-01 08:00:00
CMOV-0483,COMP-0029,PTY-0548,Neha Patel Distributors,Both,2024-04-30,2024-04-30,0,10500,1,1,Active,Unassigned,Coimbatore,Tamil Nadu,2024-04-30 00:00:00,2024-05-01 08:00:00
CMOV-0484,COMP-0029,PTY-0549,Rajesh Kumar Distributors,Customer,2024-04-07,2024-06-13,1446500,102200,9,-43,Active,Rajesh Kumar,Nagpur,Maharashtra,2024-06-13 00:00:00,2024-05-01 08:00:00
CMOV-0485,COMP-0029,PTY-0551,Rajesh Sharma Distributors,Supplier,2024-06-07,2024-06-08,0,1140900,4,-38,Active,Amit Shah,Chennai,Tamil Nadu,2024-06-08 00:00:00,2024-05-01 08:00:00
CMOV-0486,COMP-0030,PTY-0552,Rajesh Kumar Distributors,Customer,2024-04-19,2024-04-19,924000,0,2,12,Active,Rajesh Kumar,Surat,Gujarat,2024-04-19 00:00:00,2024-05-01 08:00:00
CMOV-0487,COMP-0030,PTY-0553,Rajesh Kumar Traders,Customer,2024-05-06,2024-05-06,493600,0,3,-5,Active,Rajesh Kumar,Delhi,Delhi,2024-05-06 00:00:00,2024-05-01 08:00:00
CMOV-0488,COMP-0030,PTY-0554,Amit Sharma Suppliers,Supplier,2024-05-08,2024-05-08,120500,0,2,-7,Active,Amit Shah,Nagpur,Maharashtra,2024-05-08 00:00:00,2024-05-01 08:00:00
CMOV-0489,COMP-0030,PTY-0555,Priya Kumar Traders,Both,2024-04-10,2024-06-26,735600,0,8,-56,Active,Amit Shah,Mysore,Karnataka,2024-06-26 00:00:00,2024-05-01 08:00:00
CMOV-0490,COMP-0030,PTY-0556,Neha Gupta Suppliers,Both,2024-04-07,2024-06-09,751300,41400,7,-39,Active,Rajesh Kumar,Delhi,Delhi,2024-06-09 00:00:00,2024-05-01 08:00:00
CMOV-0491,COMP-0030,PTY-0557,Vikram Sharma Traders,Both,2024-04-09,2024-04-24,0,554000,4,7,Active,Amit Shah,Mysore,Karnataka,2024-04-24 00:00:00,2024-05-01 08:00:00
CMOV-0492,COMP-0030,PTY-0558,Priya Sharma Distributors,Customer,2024-04-26,2024-04-26,672000,0,3,5,Active,Amit Shah,Delhi,Delhi,2024-04-26 00:00:00,2024-05-01 08:00:00
CMOV-0493,COMP-0030,PTY-0560,Vikram Sharma Traders,Supplier,2024-05-28,2024-05-28,120000,0,1,-27,Active,Amit Shah,Delhi,Delhi,2024-05-28 00:00:00,2024-05-01 08:00:00
CMOV-0494,COMP-0030,PTY-0562,Rajesh Patel Distributors,Customer,2024-04-05,2024-06-30,832200,0,7,-60,Active,Amit Shah,Ahmedabad,Gujarat,2024-06-30 00:00:00,2024-05-01 08:00:00
CMOV-0495,COMP-0030,PTY-0563,Neha Sharma Distributors,Supplier,2024-04-27,2024-06-12,389500,1287500,5,-42,Active,Unassigned,Mumbai,Maharashtra,2024-06-12 00:00:00,2024-05-01 08:00:00
