OrderID,CompanyID,OrderType,OrderNo,OrderDate,PartyID,ReferenceNo,ItemID,Qty,Rate,Amount,Status,ExpectedDate,Narration,CreatedAt,UpdatedAt,Version
ORD-1074,COMP-0037,Purchase Order,PO-001074,2024-06-14,PTY-0705,REF-001074,ITM-0004_COMP-0037,4,84000,336000,Completed,2024-07-12,Purchase Order for Vikram Patel Traders,2024-06-14 00:00:00,2024-06-30 08:00:00,1
ORD-1075,COMP-0037,Sales Order,SO-001075,2024-04-17,PTY-0689,REF-001075,ITM-0005_COMP-0037,3,55000,165000,Confirmed,2024-04-30,Sales Order for Vikram Kumar Distributors,2024-04-17 00:00:00,2024-06-30 08:00:00,1
ORD-1076,COMP-0038,Sales Order,SO-001076,2024-06-28,PTY-0715,REF-001076,ITM-0007_COMP-0038,1,10000,10000,Confirmed,2024-07-09,Sales Order for Priya Patel Distributors,2024-06-28 00:00:00,2024-06-30 08:00:00,1
ORD-1077,COMP-0038,Sales Order,SO-001077,2024-06-18,PTY-0730,REF-001077,ITM-0001_COMP-0038,5,65000,325000,Pending,2024-06-25,Sales Order for Vikram Kumar Suppliers,2024-06-18 00:00:00,2024-06-30 08:00:00,1
ORD-1078,COMP-0038,Sales Order,SO-001078,2024-05-10,PTY-0732,REF-001078,ITM-0007_COMP-0038,7,10000,70000,Completed,2024-05-30,Sales Order for Priya Gupta Traders,2024-05-10 00:00:00,2024-06-30 08:00:00,1
ORD-1079,COMP-0038,Sales Order,SO-001079,2024-05-30,PTY-0730,REF-001079,ITM-0003_COMP-0038,7,42000,294000,Completed,2024-06-07,Sales Order for Vikram Kumar Suppliers,2024-05-30 00:00:00,2024-06-30 08:00:00,1
ORD-1080,COMP-0038,Purchase Order,PO-001080,2024-05-30,PTY-0721,REF-001080,ITM-0009_COMP-0038,10,1050,10500,Cancelled,2024-06-19,Purchase Order for Vikram Kumar Suppliers,2024-05-30 00:00:00,2024-06-30 08:00:00,1
ORD-1081,COMP-0038,Purchase Order,PO-001081,2024-04-26,PTY-0722,REF-001081,ITM-0001_COMP-0038,6,45500,273000,Cancelled,2024-05-09,Purchase Order for Vikram Patel Suppliers,2024-04-26 00:00:00,2024-06-30 08:00:00,1
ORD-1082,COMP-0038,Sales Order,SO-001082,2024-06-02,PTY-0731,REF-001082,ITM-0001_COMP-0038,9,65000,585000,Cancelled,2024-06-25,Sales Order for Amit Sharma Traders,2024-06-02 00:00:00,2024-06-30 08:00:00,1
ORD-1083,COMP-0038,Sales Order,SO-001083,2024-04-19,PTY-0718,REF-001083,ITM-0001_COMP-0038,10,65000,650000,Pending,2024-05-10,Sales Order for Neha Patel Traders,2024-04-19 00:00:00,2024-06-30 08:00:00,1
ORD-1084,COMP-0038,Sales Order,SO-001084,2024-06-17,PTY-0723,REF-001084,ITM-0008_COMP-0038,8,900,7200,Completed,2024-06-25,Sales Order for Neha Patel Suppliers,2024-06-17 00:00:00,2024-06-30 08:00:00,1
ORD-1085,COMP-0038,Purchase Order,PO-001085,2024-05-30,PTY-0712,REF-001085,ITM-0009_COMP-0038,7,1050,7350,Pending,2024-06-10,Purchase Order for Priya Sharma Suppliers,2024-05-30 00:00:00,2024-06-30 08:00:00,1
ORD-1086,COMP-0038,Purchase Order,PO-001086,2024-06-12,PTY-0732,REF-001086,ITM-0004_COMP-0038,7,84000,588000,Completed,2024-07-03,Purchase Order for Priya Gupta Traders,2024-06-12 00:00:00,2024-06-30 08:00:00,1
ORD-1087,COMP-0038,Sales Order,SO-001087,2024-06-27,PTY-0731,REF-001087,ITM-0002_COMP-0038,7,55000,385000,Cancelled,2024-07-21,Sales Order for Amit Sharma Traders,2024-06-27 00:00:00,2024-06-30 08:00:00,1
ORD-1088,COMP-0038,Sales Order,SO-001088,2024-05-20,PTY-0711,REF-001088,ITM-0007_COMP-0038,7,10000,70000,Completed,2024-06-12,Sales Order for Rajesh Sharma Distributors,2024-05-20 00:00:00,2024-06-30 08:00:00,1
ORD-1089,COMP-0038,Sales Order,SO-001089,2024-06-07,PTY-0717,REF-001089,ITM-0008_COMP-0038,10,900,9000,Confirmed,2024-06-15,Sales Order for Neha Sharma Distributors,2024-06-07 00:00:00,2024-06-30 08:00:00,1
ORD-1090,COMP-0038,Purchase Order,PO-001090,2024-04-21,PTY-0713,REF-001090,ITM-0009_COMP-0038,5,1050,5250,Confirmed,2024-05-10,Purchase Order for Priya Sharma Traders,2024-04-21 00:00:00,2024-06-30 08:00:00,1
ORD-1091,COMP-0038,Purchase Order,PO-001091,2024-04-03,PTY-0722,REF-001091,ITM-0002_COMP-0038,8,38500,308000,Pending,2024-04-29,Purchase Order for Vikram Patel Suppliers,2024-04-03 00:00:00,2024-06-30 08:00:00,1
ORD-1092,COMP-0038,Purchase Order,PO-001092,2024-06-20,PTY-0712,REF-001092,ITM-0008_COMP-0038,10,630,6300,Pending,2024-07-11,Purchase Order for Priya Sharma Suppliers,2024-06-20 00:00:00,2024-06-30 08:00:00,1
ORD-1093,COMP-0038,Sales Order,SO-001093,2024-04-16,PTY-0732,REF-001093,ITM-0001_COMP-0038,9,65000,585000,Confirmed,2024-04-29,Sales Order for Priya Gupta Traders,2024-04-16 00:00:00,2024-06-30 08:00:00,1
ORD-1094,COMP-0038,Purchase Order,PO-001094,2024-04-01,PTY-0728,REF-001094,ITM-0005_COMP-0038,5,38500,192500,Cancelled,2024-04-24,Purchase Order for Neha Singh Distributors,2024-04-01 00:00:00,2024-06-30 08:00:00,1
ORD-1095,COMP-0038,Sales Order,SO-001095,2024-06-10,PTY-0721,REF-001095,ITM-0009_COMP-0038,4,1500,6000,Confirmed,2024-06-23,Sales Order for Vikram Kumar Suppliers,2024-06-10 00:00:00,2024-06-30 08:00:00,1
ORD-1096,COMP-0038,Purchase Order,PO-001096,2024-05-11,PTY-0728,REF-001096,ITM-0008_COMP-0038,3,630,1890,Pending,2024-05-30,Purchase Order for Neha Singh Distributors,2024-05-11 00:00:00,2024-06-30 08:00:00,1
ORD-1097,COMP-0038,Sales Order,SO-001097,2024-04-13,PTY-0714,REF-001097,ITM-0009_COMP-0038,1,1500,1500,Completed,2024-05-03,Sales Order for Priya Singh Distributors,2024-04-13 00:00:00,2024-06-30 08:00:00,1
ORD-1098,COMP-0038,Purchase Order,PO-001098,2024-05-24,PTY-0710,REF-001098,ITM-0006_COMP-0038,10,2450,24500,Completed,2024-06-18,Purchase Order for Neha Sharma Traders,2024-05-24 00:00:00,2024-06-30 08:00:00,1
ORD-1099,COMP-0038,Purchase Order,PO-001099,2024-06-27,PTY-0714,REF-001099,ITM-0001_COMP-0038,9,45500,409500,Completed,2024-07-19,Purchase Order for Priya Singh Distributors,2024-06-27 00:00:00,2024-06-30 08:00:00,1
ORD-1100,COMP-0038,Sales Order,SO-001100,2024-04-02,PTY-0729,REF-001100,ITM-0009_COMP-0038,3,1500,4500,Completed,2024-04-29,Sales Order for Amit Gupta Distributors,2024-04-02 00:00:00,2024-06-30 08:00:00,1
ORD-1101,COMP-0038,Sales Order,SO-001101,2024-06-30,PTY-0729,REF-001101,ITM-0002_COMP-0038,3,55000,165000,Completed,2024-07-20,Sales Order for Amit Gupta Distributors,2024-06-30 00:00:00,2024-06-30 08:00:00,1
ORD-1102,COMP-0038,Purchase Order,PO-001102,2024-06-07,PTY-0710,REF-001102,ITM-0005_COMP-0038,2,38500,77000,Completed,2024-06-24,Purchase Order for Neha Sharma Traders,2024-06-07 00:00:00,2024-06-30 08:00:00,1
ORD-1103,COMP-0039,Sales Order,SO-001103,2024-06-02,PTY-0738,REF-001103,ITM-0008_COMP-0039,4,900,3600,Pending,2024-07-01,Sales Order for Amit Sharma Suppliers,2024-06-02 00:00:00,2024-06-30 08:00:00,1
ORD-1104,COMP-0039,Sales Order,SO-001104,2024-04-22,PTY-0742,REF-001104,ITM-0006_COMP-0039,7,3500,24500,Confirmed,2024-05-03,Sales Order for Priya Gupta Traders,2024-04-22 00:00:00,2024-06-30 08:00:00,1
ORD-1105,COMP-0039,Purchase Order,PO-001105,2024-06-16,PTY-0750,REF-001105,ITM-0005_COMP-0039,4,38500,154000,Completed,2024-06-29,Purchase Order for Amit Kumar Distributors,2024-06-16 00:00:00,2024-06-30 08:00:00,1
ORD-1106,COMP-0039,Sales Order,SO-001106,2024-06-03,PTY-0742,REF-001106,ITM-0004_COMP-0039,1,120000,120000,Completed,2024-06-21,Sales Order for Priya Gupta Traders,2024-06-03 00:00:00,2024-06-30 08:00:00,1
ORD-1107,COMP-0039,Purchase Order,PO-001107,2024-06-18,PTY-0744,REF-001107,ITM-0007_COMP-0039,3,7000,21000,Completed,2024-06-26,Purchase Order for Rajesh Gupta Distributors,2024-06-18 00:00:00,2024-06-30 08:00:00,1
ORD-1108,COMP-0039,Purchase Order,PO-001108,2024-04-02,PTY-0746,REF-001108,ITM-0005_COMP-0039,7,38500,269500,Completed,2024-04-17,Purchase Order for Rajesh Gupta Distributors,2024-04-02 00:00:00,2024-06-30 08:00:00,1
ORD-1109,COMP-0039,Purchase Order,PO-001109,2024-04-15,PTY-0745,REF-001109,ITM-0008_COMP-0039,5,630,3150,Cancelled,2024-05-05,Purchase Order for Neha Sharma Distributors,2024-04-15 00:00:00,2024-06-30 08:00:00,1
ORD-1110,COMP-0039,Sales Order,SO-001110,2024-04-18,PTY-0744,REF-001110,ITM-0008_COMP-0039,9,900,8100,Confirmed,2024-05-16,Sales Order for Rajesh Gupta Distributors,2024-04-18 00:00:00,2024-06-30 08:00:00,1
ORD-1111,COMP-0039,Purchase Order,PO-001111,2024-05-25,PTY-0749,REF-001111,ITM-0003_COMP-0039,6,29399,176394,Completed,2024-06-11,Purchase Order for Amit Sharma Suppliers,2024-05-25 00:00:00,2024-06-30 08:00:00,1
ORD-1112,COMP-0039,Sales Order,SO-001112,2024-05-09,PTY-0739,REF-001112,ITM-0006_COMP-0039,9,3500,31500,Confirmed,2024-05-29,Sales Order for Rajesh Patel Traders,2024-05-09 00:00:00,2024-06-30 08:00:00,1
ORD-1113,COMP-0039,Sales Order,SO-001113,2024-04-23,PTY-0744,REF-001113,ITM-0001_COMP-0039,8,65000,520000,Pending,2024-05-05,Sales Order for Rajesh Gupta Distributors,2024-04-23 00:00:00,2024-06-30 08:00:00,1
ORD-1114,COMP-0039,Purchase Order,PO-001114,2024-05-24,PTY-0748,REF-001114,ITM-0005_COMP-0039,1,38500,38500,Completed,2024-06-13,Purchase Order for Neha Gupta Suppliers,2024-05-24 00:00:00,2024-06-30 08:00:00,1
ORD-1115,COMP-0039,Purchase Order,PO-001115,2024-04-13,PTY-0740,REF-001115,ITM-0002_COMP-0039,4,38500,154000,Confirmed,2024-05-06,Purchase Order for Rajesh Kumar Distributors,2024-04-13 00:00:00,2024-06-30 08:00:00,1
ORD-1116,COMP-0039,Purchase Order,PO-001116,2024-04-30,PTY-0749,REF-001116,ITM-0009_COMP-0039,9,1050,9450,Cancelled,2024-05-13,Purchase Order for Amit Sharma Suppliers,2024-04-30 00:00:00,2024-06-30 08:00:00,1
ORD-1117,COMP-0039,Sales Order,SO-001117,2024-06-18,PTY-0750,REF-001117,ITM-0004_COMP-0039,9,120000,1080000,Completed,2024-07-16,Sales Order for Amit Kumar Distributors,2024-06-18 00:00:00,2024-06-30 08:00:00,1
ORD-1118,COMP-0039,Purchase Order,PO-001118,2024-06-07,PTY-0737,REF-001118,ITM-0003_COMP-0039,6,29399,176394,Completed,2024-07-04,Purchase Order for Rajesh Singh Traders,2024-06-07 00:00:00,2024-06-30 08:00:00,1
ORD-1119,COMP-0039,Purchase Order,PO-001119,2024-05-25,PTY-0737,REF-001119,ITM-0007_COMP-0039,7,7000,49000,Pending,2024-06-03,Purchase Order for Rajesh Singh Traders,2024-05-25 00:00:00,2024-06-30 08:00:00,1
ORD-1120,COMP-0039,Purchase Order,PO-001120,2024-05-17,PTY-0741,REF-001120,ITM-0008_COMP-0039,5,630,3150,Completed,2024-06-13,Purchase Order for Amit Singh Traders,2024-05-17 00:00:00,2024-06-30 08:00:00,1
ORD-1121,COMP-0039,Purchase Order,PO-001121,2024-06-11,PTY-0738,REF-001121,ITM-0008_COMP-0039,2,630,1260,Confirmed,2024-07-10,Purchase Order for Amit Sharma Suppliers,2024-06-11 00:00:00,2024-06-30 08:00:00,1
ORD-1122,COMP-0039,Sales Order,SO-001122,2024-06-14,PTY-0741,REF-001122,ITM-0003_COMP-0039,8,42000,336000,Completed,2024-06-28,Sales Order for Amit Singh Traders,2024-06-14 00:00:00,2024-06-30 08:00:00,1
ORD-1123,COMP-0039,Purchase Order,PO-001123,2024-04-01,PTY-0733,REF-001123,ITM-0001_COMP-0039,2,45500,91000,Completed,2024-04-12,Purchase Order for Amit Kumar Suppliers,2024-04-01 00:00:00,2024-06-30 08:00:00,1
ORD-1124,COMP-0039,Purchase Order,PO-001124,2024-05-23,PTY-0744,REF-001124,ITM-0001_COMP-0039,10,45500,455000,Pending,2024-06-12,Purchase Order for Rajesh Gupta Distributors,2024-05-23 00:00:00,2024-06-30 08:00:00,1
ORD-1125,COMP-0039,Sales Order,SO-001125,2024-06-17,PTY-0744,REF-001125,ITM-0002_COMP-0039,1,55000,55000,Completed,2024-06-25,Sales Order for Rajesh Gupta Distributors,2024-06-17 00:00:00,2024-06-30 08:00:00,1
ORD-1126,COMP-0039,Purchase Order,PO-001126,2024-05-26,PTY-0741,REF-001126,ITM-0006_COMP-0039,5,2450,12250,Cancelled,2024-06-12,Purchase Order for Amit Singh Traders,2024-05-26 00:00:00,2024-06-30 08:00:00,1
ORD-1127,COMP-0039,Sales Order,SO-001127,2024-05-02,PTY-0734,REF-001127,ITM-0002_COMP-0039,8,55000,440000,Completed,2024-05-25,Sales Order for Priya Sharma Distributors,2024-05-02 00:00:00,2024-06-30 08:00:00,1
ORD-1128,COMP-0039,Sales Order,SO-001128,2024-05-22,PTY-0746,REF-001128,ITM-0008_COMP-0039,5,900,4500,Completed,2024-06-18,Sales Order for Rajesh Gupta Distributors,2024-05-22 00:00:00,2024-06-30 08:00:00,1
ORD-1129,COMP-0039,Purchase Order,PO-001129,2024-04-01,PTY-0737,REF-001129,ITM-0003_COMP-0039,6,29399,176394,Completed,2024-04-29,Purchase Order for Rajesh Singh Traders,2024-04-01 00:00:00,2024-06-30 08:00:00,1
ORD-1130,COMP-0039,Purchase Order,PO-001130,2024-06-13,PTY-0749,REF-001130,ITM-0004_COMP-0039,1,84000,84000,Completed,2024-07-05,Purchase Order for Amit Sharma Suppliers,2024-06-13 00:00:00,2024-06-30 08:00:00,1
ORD-1131,COMP-0039,Sales Order,SO-001131,2024-04-26,PTY-0735,REF-001131,ITM-0007_COMP-0039,7,10000,70000,Completed,2024-05-14,Sales Order for Neha Patel Distributors,2024-04-26 00:00:00,2024-06-30 08:00:00,1
ORD-1132,COMP-0039,Sales Order,SO-001132,2024-05-22,PTY-0734,REF-001132,ITM-0008_COMP-0039,1,900,900,Completed,2024-06-18,Sales Order for Priya Sharma Distributors,2024-05-22 00:00:00,2024-06-30 08:00:00,1
ORD-1133,COMP-0040,Sales Order,SO-001133,2024-04-09,PTY-0764,REF-001133,ITM-0002_COMP-0040,4,55000,220000,Cancelled,2024-05-07,Sales Order for Vikram Patel Suppliers,2024-04-09 00:00:00,2024-06-30 08:00:00,1
ORD-1134,COMP-0040,Sales Order,SO-001134,2024-04-01,PTY-0759,REF-001134,ITM-0001_COMP-0040,1,65000,65000,Confirmed,2024-04-21,Sales Order for Priya Kumar Distributors,2024-04-01 00:00:00,2024-06-30 08:00:00,1
ORD-1135,COMP-0040,Purchase Order,PO-001135,2024-04-19,PTY-0760,REF-001135,ITM-0005_COMP-0040,4,38500,154000,Completed,2024-05-05,Purchase Order for Priya Patel Distributors,2024-04-19 00:00:00,2024-06-30 08:00:00,1
ORD-1136,COMP-0040,Purchase Order,PO-001136,2024-06-22,PTY-0765,REF-001136,ITM-0007_COMP-0040,6,7000,42000,Cancelled,2024-07-03,Purchase Order for Vikram Singh Distributors,2024-06-22 00:00:00,2024-06-30 08:00:00,1
ORD-1137,COMP-0040,Purchase Order,PO-001137,2024-06-26,PTY-0751,REF-001137,ITM-0006_COMP-0040,4,2450,9800,Completed,2024-07-12,Purchase Order for Neha Sharma Traders,2024-06-26 00:00:00,2024-06-30 08:00:00,1
ORD-1138,COMP-0040,Purchase Order,PO-001138,2024-06-02,PTY-0752,REF-001138,ITM-0002_COMP-0040,7,38500,269500,Confirmed,2024-06-09,Purchase Order for Amit Singh Distributors,2024-06-02 00:00:00,2024-06-30 08:00:00,1
ORD-1139,COMP-0040,Purchase Order,PO-001139,2024-05-18,PTY-0756,REF-001139,ITM-0009_COMP-0040,9,1050,9450,Completed,2024-06-17,Purchase Order for Amit Sharma Suppliers,2024-05-18 00:00:00,2024-06-30 08:00:00,1
ORD-1140,COMP-0040,Purchase Order,PO-001140,2024-05-16,PTY-0759,REF-001140,ITM-0003_COMP-0040,1,29399,29399,Completed,2024-05-31,Purchase Order for Priya Kumar Distributors,2024-05-16 00:00:00,2024-06-30 08:00:00,1
ORD-1141,COMP-0040,Purchase Order,PO-001141,2024-06-26,PTY-0759,REF-001141,ITM-0003_COMP-0040,9,29399,264591,Completed,2024-07-26,Purchase Order for Priya Kumar Distributors,2024-06-26 00:00:00,2024-06-30 08:00:00,1
ORD-1142,COMP-0040,Sales Order,SO-001142,2024-04-22,PTY-0753,REF-001142,ITM-0002_COMP-0040,7,55000,385000,Completed,2024-05-07,Sales Order for Rajesh Patel Distributors,2024-04-22 00:00:00,2024-06-30 08:00:00,1
ORD-1143,COMP-0040,Sales Order,SO-001143,2024-04-03,PTY-0755,REF-001143,ITM-0008_COMP-0040,8,900,7200,Confirmed,2024-05-02,Sales Order for Rajesh Patel Distributors,2024-04-03 00:00:00,2024-06-30 08:00:00,1
ORD-1144,COMP-0040,Purchase Order,PO-001144,2024-06-22,PTY-0756,REF-001144,ITM-0004_COMP-0040,3,84000,252000,Completed,2024-07-17,Purchase Order for Amit Sharma Suppliers,2024-06-22 00:00:00,2024-06-30 08:00:00,1
ORD-1145,COMP-0040,Purchase Order,PO-001145,2024-05-15,PTY-0762,REF-001145,ITM-0007_COMP-0040,8,7000,56000,Completed,2024-06-13,Purchase Order for Priya Kumar Suppliers,2024-05-15 00:00:00,2024-06-30 08:00:00,1
ORD-1146,COMP-0040,Sales Order,SO-001146,2024-05-07,PTY-0757,REF-001146,ITM-0008_COMP-0040,8,900,7200,Confirmed,2024-05-18,Sales Order for Amit Gupta Distributors,2024-05-07 00:00:00,2024-06-30 08:00:00,1
ORD-1147,COMP-0040,Purchase Order,PO-001147,2024-06-21,PTY-0758,REF-001147,ITM-0008_COMP-0040,3,630,1890,Completed,2024-07-21,Purchase Order for Neha Kumar Distributors,2024-06-21 00:00:00,2024-06-30 08:00:00,1
ORD-1148,COMP-0040,Purchase Order,PO-001148,2024-04-28,PTY-0752,REF-001148,ITM-0001_COMP-0040,7,45500,318500,Completed,2024-05-19,Purchase Order for Amit Singh Distributors,2024-04-28 00:00:00,2024-06-30 08:00:00,1
ORD-1149,COMP-0040,Sales Order,SO-001149,2024-06-24,PTY-0753,REF-001149,ITM-0001_COMP-0040,10,65000,650000,Confirmed,2024-07-19,Sales Order for Rajesh Patel Distributors,2024-06-24 00:00:00,2024-06-30 08:00:00,1
ORD-1150,COMP-0040,Purchase Order,PO-001150,2024-05-08,PTY-0754,REF-001150,ITM-0009_COMP-0040,3,1050,3150,Completed,2024-06-02,Purchase Order for Priya Patel Traders,2024-05-08 00:00:00,2024-06-30 08:00:00,1
ORD-1151,COMP-0040,Purchase Order,PO-001151,2024-04-09,PTY-0765,REF-001151,ITM-0005_COMP-0040,3,38500,115500,Pending,2024-04-19,Purchase Order for Vikram Singh Distributors,2024-04-09 00:00:00,2024-06-30 08:00:00,1
ORD-1152,COMP-0040,Purchase Order,PO-001152,2024-04-17,PTY-0759,REF-001152,ITM-0009_COMP-0040,6,1050,6300,Completed,2024-05-13,Purchase Order for Priya Kumar Distributors,2024-04-17 00:00:00,2024-06-30 08:00:00,1
ORD-1153,COMP-0040,Sales Order,SO-001153,2024-04-07,PTY-0757,REF-001153,ITM-0009_COMP-0040,10,1500,15000,Pending,2024-04-16,Sales Order for Amit Gupta Distributors,2024-04-07 00:00:00,2024-06-30 08:00:00,1
ORD-1154,COMP-0040,Purchase Order,PO-001154,2024-06-22,PTY-0761,REF-001154,ITM-0002_COMP-0040,6,38500,231000,Completed,2024-07-15,Purchase Order for Amit Sharma Suppliers,2024-06-22 00:00:00,2024-06-30 08:00:00,1
ORD-1155,COMP-0040,Purchase Order,PO-001155,2024-04-30,PTY-0765,REF-001155,ITM-0006_COMP-0040,7,2450,17150,Cancelled,2024-05-18,Purchase Order for Vikram Singh Distributors,2024-04-30 00:00:00,2024-06-30 08:00:00,1
ORD-1156,COMP-0040,Sales Order,SO-001156,2024-06-23,PTY-0756,REF-001156,ITM-0005_COMP-0040,4,55000,220000,Confirmed,2024-07-08,Sales Order for Amit Sharma Suppliers,2024-06-23 00:00:00,2024-06-30 08:00:00,1
ORD-1157,COMP-0040,Sales Order,SO-001157,2024-05-30,PTY-0765,REF-001157,ITM-0001_COMP-0040,7,65000,455000,Confirmed,2024-06-26,Sales Order for Vikram Singh Distributors,2024-05-30 00:00:00,2024-06-30 08:00:00,1
ORD-1158,COMP-0040,Purchase Order,PO-001158,2024-05-01,PTY-0763,REF-001158,ITM-0005_COMP-0040,4,38500,154000,Cancelled,2024-05-18,Purchase Order for Priya Patel Traders,2024-05-01 00:00:00,2024-06-30 08:00:00,1
ORD-1159,COMP-0040,Purchase Order,PO-001159,2024-06-09,PTY-0759,REF-001159,ITM-0001_COMP-0040,8,45500,364000,Cancelled,2024-06-22,Purchase Order for Priya Kumar Distributors,2024-06-09 00:00:00,2024-06-30 08:00:00,1
ORD-1160,COMP-0040,Sales Order,SO-001160,2024-04-16,PTY-0765,REF-001160,ITM-0003_COMP-0040,2,42000,84000,Pending,2024-05-13,Sales Order for Vikram Singh Distributors,2024-04-16 00:00:00,2024-06-30 08:00:00,1
ORD-1161,COMP-0040,Sales Order,SO-001161,2024-04-10,PTY-0761,REF-001161,ITM-0005_COMP-0040,3,55000,165000,Cancelled,2024-04-20,Sales Order for Amit Sharma Suppliers,2024-04-10 00:00:00,2024-06-30 08:00:00,1
ORD-1162,COMP-0040,Sales Order,SO-001162,2024-06-05,PTY-0759,REF-001162,ITM-0005_COMP-0040,5,55000,275000,Cancelled,2024-06-27,Sales Order for Priya Kumar Distributors,2024-06-05 00:00:00,2024-06-30 08:00:00,1
ORD-1163,COMP-0040,Sales Order,SO-001163,2024-06-04,PTY-0764,REF-001163,ITM-0008_COMP-0040,1,900,900,Pending,2024-06-26,Sales Order for Vikram Patel Suppliers,2024-06-04 00:00:00,2024-06-30 08:00:00,1
ORD-1164,COMP-0040,Purchase Order,PO-001164,2024-04-04,PTY-0751,REF-001164,ITM-0006_COMP-0040,1,2450,2450,Confirmed,2024-05-01,Purchase Order for Neha Sharma Traders,2024-04-04 00:00:00,2024-06-30 08:00:00,1
ORD-1165,COMP-0041,Sales Order,SO-001165,2024-05-20,PTY-0773,REF-001165,ITM-0008_COMP-0041,7,900,6300,Cancelled,2024-06-01,Sales Order for Rajesh Kumar Suppliers,2024-05-20 00:00:00,2024-06-30 08:00:00,1
ORD-1166,COMP-0041,Sales Order,SO-001166,2024-06-24,PTY-0773,REF-001166,ITM-0007_COMP-0041,6,10000,60000,Confirmed,2024-07-15,Sales Order for Rajesh Kumar Suppliers,2024-06-24 00:00:00,2024-06-30 08:00:00,1
ORD-1167,COMP-0041,Sales Order,SO-001167,2024-06-03,PTY-0775,REF-001167,ITM-0008_COMP-0041,1,900,900,Completed,2024-06-25,Sales Order for Rajesh Kumar Suppliers,2024-06-03 00:00:00,2024-06-30 08:00:00,1
ORD-1168,COMP-0041,Sales Order,SO-001168,2024-06-22,PTY-0779,REF-001168,ITM-0009_COMP-0041,8,1500,12000,Completed,2024-07-14,Sales Order for Rajesh Singh Suppliers,2024-06-22 00:00:00,2024-06-30 08:00:00,1
ORD-1169,COMP-0041,Sales Order,SO-001169,2024-04-21,PTY-0781,REF-001169,ITM-0007_COMP-0041,4,10000,40000,Completed,2024-05-10,Sales Order for Priya Sharma Distributors,2024-04-21 00:00:00,2024-06-30 08:00:00,1
ORD-1170,COMP-0041,Purchase Order,PO-001170,2024-04-14,PTY-0774,REF-001170,ITM-0005_COMP-0041,5,38500,192500,Completed,2024-04-24,Purchase Order for Neha Singh Distributors,2024-04-14 00:00:00,2024-06-30 08:00:00,1
ORD-1171,COMP-0041,Sales Order,SO-001171,2024-06-15,PTY-0780,REF-001171,ITM-0006_COMP-0041,8,3500,28000,Completed,2024-07-14,Sales Order for Priya Sharma Distributors,2024-06-15 00:00:00,2024-06-30 08:00:00,1
ORD-1172,COMP-0041,Sales Order,SO-001172,2024-04-20,PTY-0778,REF-001172,ITM-0003_COMP-0041,10,42000,420000,Pending,2024-04-27,Sales Order for Amit Patel Traders,2024-04-20 00:00:00,2024-06-30 08:00:00,1
ORD-1173,COMP-0041,Sales Order,SO-001173,2024-05-16,PTY-0776,REF-001173,ITM-0006_COMP-0041,3,3500,10500,Cancelled,2024-06-07,Sales Order for Rajesh Singh Distributors,2024-05-16 00:00:00,2024-06-30 08:00:00,1
ORD-1174,COMP-0041,Purchase Order,PO-001174,2024-05-28,PTY-0767,REF-001174,ITM-0006_COMP-0041,6,2450,14700,Confirmed,2024-06-27,Purchase Order for Vikram Sharma Traders,2024-05-28 00:00:00,2024-06-30 08:00:00,1
ORD-1175,COMP-0041,Sales Order,SO-001175,2024-04-27,PTY-0782,REF-001175,ITM-0008_COMP-0041,10,900,9000,Pending,2024-05-11,Sales Order for Priya Sharma Traders,2024-04-27 00:00:00,2024-06-30 08:00:00,1
ORD-1176,COMP-0041,Sales Order,SO-001176,2024-06-25,PTY-0782,REF-001176,ITM-0005_COMP-0041,8,55000,440000,Completed,2024-07-12,Sales Order for Priya Sharma Traders,2024-06-25 00:00:00,2024-06-30 08:00:00,1
ORD-1177,COMP-0041,Purchase Order,PO-001177,2024-04-09,PTY-0780,REF-001177,ITM-0002_COMP-0041,8,38500,308000,Confirmed,2024-04-28,Purchase Order for Priya Sharma Distributors,2024-04-09 00:00:00,2024-06-30 08:00:00,1
ORD-1178,COMP-0041,Sales Order,SO-001178,2024-04-07,PTY-0770,REF-001178,ITM-0001_COMP-0041,1,65000,65000,Confirmed,2024-04-15,Sales Order for Priya Singh Distributors,2024-04-07 00:00:00,2024-06-30 08:00:00,1
ORD-1179,COMP-0041,Purchase Order,PO-001179,2024-06-07,PTY-0772,REF-001179,ITM-0006_COMP-0041,9,2450,22050,Cancelled,2024-07-05,Purchase Order for Vikram Gupta Suppliers,2024-06-07 00:00:00,2024-06-30 08:00:00,1
ORD-1180,COMP-0041,Sales Order,SO-001180,2024-05-30,PTY-0785,REF-001180,ITM-0001_COMP-0041,6,65000,390000,Completed,2024-06-09,Sales Order for Rajesh Gupta Suppliers,2024-05-30 00:00:00,2024-06-30 08:00:00,1
ORD-1181,COMP-0041,Sales Order,SO-001181,2024-05-12,PTY-0780,REF-001181,ITM-0001_COMP-0041,7,65000,455000,Pending,2024-05-25,Sales Order for Priya Sharma Distributors,2024-05-12 00:00:00,2024-06-30 08:00:00,1
ORD-1182,COMP-0041,Sales Order,SO-001182,2024-06-29,PTY-0776,REF-001182,ITM-0004_COMP-0041,8,120000,960000,Cancelled,2024-07-18,Sales Order for Rajesh Singh Distributors,2024-06-29 00:00:00,2024-06-30 08:00:00,1
