VoucherID,CompanyID,VoucherNo,VoucherType,VoucherDate,PartyID,PartyName,SubTotal,TaxAmount,GrandTotal,Narration,Status,CreatedDate,LastModifiedDate
VCH-2935,COMP-0008,RN-002935,Receipt Note,2024-04-05,PTY-0117,Priya Kumar Suppliers,0,0,0,Receipt Note from Priya Kumar Suppliers,Posted,2024-04-05,2024-05-01
VCH-2936,COMP-0008,RN-002936,Receipt Note,2024-04-15,PTY-0118,Vikram Gupta Traders,0,0,0,Receipt Note from Vikram Gupta Traders,Posted,2024-04-15,2024-05-01
VCH-2937,COMP-0008,RN-002937,Receipt Note,2024-05-10,PTY-0119,Amit Singh Traders,0,0,0,Receipt Note from Amit Singh Traders,Posted,2024-05-10,2024-05-01
VCH-2938,COMP-0008,RN-002938,Receipt Note,2024-05-20,PTY-0120,Amit Gupta Suppliers,0,0,0,Receipt Note from Amit Gupta Suppliers,Posted,2024-05-20,2024-05-01
VCH-2939,COMP-0009,RCP-002939,Receipt,2024-04-05,PTY-0129,Vikram Sharma Distributors,25000,0,25000,Receipt from Vikram Sharma Distributors,Posted,2024-04-05,2024-05-01
VCH-2940,COMP-0009,RCP-002940,Receipt,2024-04-15,PTY-0130,Rajesh Gupta Distributors,40000,0,40000,Receipt from Rajesh Gupta Distributors,Posted,2024-04-15,2024-05-01
VCH-2941,COMP-0009,RCP-002941,Receipt,2024-05-10,PTY-0131,Vikram Gupta Distributors,55000,0,55000,Receipt from Vikram Gupta Distributors,Posted,2024-05-10,2024-05-01
VCH-2942,COMP-0009,RCP-002942,Receipt,2024-05-20,PTY-0132,Priya Gupta Suppliers,70000,0,70000,Receipt from Priya Gupta Suppliers,Posted,2024-05-20,2024-05-01
VCH-2943,COMP-0009,PAY-002943,Payment,2024-04-05,PTY-0133,Amit Patel Distributors,30000,0,30000,Payment to Amit Patel Distributors,Posted,2024-04-05,2024-05-01
VCH-2944,COMP-0009,PAY-002944,Payment,2024-04-15,PTY-0134,Neha Patel Traders,42000,0,42000,Payment to Neha Patel Traders,Posted,2024-04-15,2024-05-01
VCH-2945,COMP-0009,PAY-002945,Payment,2024-05-10,PTY-0135,Rajesh Kumar Distributors,54000,0,54000,Payment to Rajesh Kumar Distributors,Posted,2024-05-10,2024-05-01
VCH-2946,COMP-0009,PAY-002946,Payment,2024-05-20,PTY-0136,Vikram Kumar Distributors,66000,0,66000,Payment to Vikram Kumar Distributors,Posted,2024-05-20,2024-05-01
VCH-2947,COMP-0009,CNT-002947,Contra,2024-04-05,,,0,0,50000,Contra Entry,Posted,2024-04-05,2024-05-01
VCH-2948,COMP-0009,CNT-002948,Contra,2024-04-15,,,0,0,75000,Contra Entry,Posted,2024-04-15,2024-05-01
VCH-2949,COMP-0009,CNT-002949,Contra,2024-05-10,,,0,0,100000,Contra Entry,Posted,2024-05-10,2024-05-01
VCH-2950,COMP-0009,DN-002950,Debit Note,2024-04-05,PTY-0137,Priya Patel Traders,15000,2700,17700,Debit Note to Priya Patel Traders,Posted,2024-04-05,2024-05-01
VCH-2951,COMP-0009,DN-002951,Debit Note,2024-04-15,PTY-0138,Rajesh Singh Suppliers,23000,2700,25700,Debit Note to Rajesh Singh Suppliers,Posted,2024-04-15,2024-05-01
VCH-2952,COMP-0009,DN-002952,Debit Note,2024-05-10,PTY-0139,Vikram Sharma Distributors,31000,2700,33700,Debit Note to Vikram Sharma Distributors,Posted,2024-05-10,2024-05-01
VCH-2953,COMP-0009,DN-002953,Debit Note,2024-05-20,PTY-0140,Vikram Sharma Traders,39000,2700,41700,Debit Note to Vikram Sharma Traders,Posted,2024-05-20,2024-05-01
VCH-2954,COMP-0009,CN-002954,Credit Note,2024-04-05,PTY-0141,Priya Kumar Traders,20000,3600,23600,Credit Note to Priya Kumar Traders,Posted,2024-04-05,2024-05-01
VCH-2955,COMP-0009,CN-002955,Credit Note,2024-04-15,PTY-0142,Neha Kumar Suppliers,27000,3600,30600,Credit Note to Neha Kumar Suppliers,Posted,2024-04-15,2024-05-01
VCH-2956,COMP-0009,CN-002956,Credit Note,2024-05-10,PTY-0143,Rajesh Sharma Distributors,34000,3600,37600,Credit Note to Rajesh Sharma Distributors,Posted,2024-05-10,2024-05-01
VCH-2957,COMP-0009,CN-002957,Credit Note,2024-05-20,PTY-0144,Vikram Sharma Distributors,41000,3600,44600,Credit Note to Vikram Sharma Distributors,Posted,2024-05-20,2024-05-01
VCH-2958,COMP-0009,DLN-002958,Delivery Note,2024-04-05,PTY-0129,Vikram Sharma Distributors,0,0,0,Delivery Note to Vikram Sharma Distributors,Posted,2024-04-05,2024-05-01
VCH-2959,COMP-0009,DLN-002959,Delivery Note,2024-04-15,PTY-0130,Rajesh Gupta Distributors,0,0,0,Delivery Note to Rajesh Gupta Distributors,Posted,2024-04-15,2024-05-01
VCH-2960,COMP-0009,DLN-002960,Delivery Note,2024-05-10,PTY-0131,Vikram Gupta Distributors,0,0,0,Delivery Note to Vikram Gupta Distributors,Posted,2024-05-10,2024-05-01
VCH-2961,COMP-0009,DLN-002961,Delivery Note,2024-05-20,PTY-0132,Priya Gupta Suppliers,0,0,0,Delivery Note to Priya Gupta Suppliers,Posted,2024-05-20,2024-05-01
VCH-2962,COMP-0009,RN-002962,Receipt Note,2024-04-05,PTY-0133,Amit Patel Distributors,0,0,0,Receipt Note from Amit Patel Distributors,Posted,2024-04-05,2024-05-01
VCH-2963,COMP-0009,RN-002963,Receipt Note,2024-04-15,PTY-0134,Neha Patel Traders,0,0,0,Receipt Note from Neha Patel Traders,Posted,2024-04-15,2024-05-01
VCH-2964,COMP-0009,RN-002964,Receipt Note,2024-05-10,PTY-0135,Rajesh Kumar Distributors,0,0,0,Receipt Note from Rajesh Kumar Distributors,Posted,2024-05-10,2024-05-01
VCH-2965,COMP-0009,RN-002965,Receipt Note,2024-05-20,PTY-0136,Vikram Kumar Distributors,0,0,0,Receipt Note from Vikram Kumar Distributors,Posted,2024-05-20,2024-05-01
VCH-2966,COMP-0010,RCP-002966,Receipt,2024-04-05,PTY-0145,Rajesh Singh Traders,25000,0,25000,Receipt from Rajesh Singh Traders,Posted,2024-04-05,2024-05-01
VCH-2967,COMP-0010,RCP-002967,Receipt,2024-04-15,PTY-0146,Amit Patel Traders,40000,0,40000,Receipt from Amit Patel Traders,Posted,2024-04-15,2024-05-01
VCH-2968,COMP-0010,RCP-002968,Receipt,2024-05-10,PTY-0147,Neha Kumar Traders,55000,0,55000,Receipt from Neha Kumar Traders,Posted,2024-05-10,2024-05-01
VCH-2969,COMP-0010,RCP-002969,Receipt,2024-05-20,PTY-0148,Vikram Singh Suppliers,70000,0,70000,Receipt from Vikram Singh Suppliers,Posted,2024-05-20,2024-05-01
VCH-2970,COMP-0010,PAY-002970,Payment,2024-04-05,PTY-0149,Priya Singh Distributors,30000,0,30000,Payment to Priya Singh Distributors,Posted,2024-04-05,2024-05-01
VCH-2971,COMP-0010,PAY-002971,Payment,2024-04-15,PTY-0150,Vikram Sharma Suppliers,42000,0,42000,Payment to Vikram Sharma Suppliers,Posted,2024-04-15,2024-05-01
VCH-2972,COMP-0010,PAY-002972,Payment,2024-05-10,PTY-0151,Vikram Kumar Distributors,54000,0,54000,Payment to Vikram Kumar Distributors,Posted,2024-05-10,2024-05-01
VCH-2973,COMP-0010,PAY-002973,Payment,2024-05-20,PTY-0152,Priya Singh Traders,66000,0,66000,Payment to Priya Singh Traders,Posted,2024-05-20,2024-05-01
VCH-2974,COMP-0010,CNT-002974,Contra,2024-04-05,,,0,0,50000,Contra Entry,Posted,2024-04-05,2024-05-01
VCH-2975,COMP-0010,CNT-002975,Contra,2024-04-15,,,0,0,75000,Contra Entry,Posted,2024-04-15,2024-05-01
VCH-2976,COMP-0010,CNT-002976,Contra,2024-05-10,,,0,0,100000,Contra Entry,Posted,2024-05-10,2024-05-01
VCH-2977,COMP-0010,DN-002977,Debit Note,2024-04-05,PTY-0153,Amit Singh Traders,15000,2700,17700,Debit Note to Amit Singh Traders,Posted,2024-04-05,2024-05-01
VCH-2978,COMP-0010,DN-002978,Debit Note,2024-04-15,PTY-0154,Rajesh Gupta Suppliers,23000,2700,25700,Debit Note to Rajesh Gupta Suppliers,Posted,2024-04-15,2024-05-01
VCH-2979,COMP-0010,DN-002979,Debit Note,2024-05-10,PTY-0155,Priya Gupta Suppliers,31000,2700,33700,Debit Note to Priya Gupta Suppliers,Posted,2024-05-10,2024-05-01
VCH-2980,COMP-0010,DN-002980,Debit Note,2024-05-20,PTY-0156,Amit Sharma Traders,39000,2700,41700,Debit Note to Amit Sharma Traders,Posted,2024-05-20,2024-05-01
VCH-2981,COMP-0010,CN-002981,Credit Note,2024-04-05,PTY-0157,Vikram Sharma Traders,20000,3600,23600,Credit Note to Vikram Sharma Traders,Posted,2024-04-05,2024-05-01
VCH-2982,COMP-0010,CN-002982,Credit Note,2024-04-15,PTY-0158,Amit Sharma Suppliers,27000,3600,30600,Credit Note to Amit Sharma Suppliers,Posted,2024-04-15,2024-05-01
VCH-2983,COMP-0010,CN-002983,Credit Note,2024-05-10,PTY-0159,Priya Gupta Traders,34000,3600,37600,Credit Note to Priya Gupta Traders,Posted,2024-05-10,2024-05-01
VCH-2984,COMP-0010,CN-002984,Credit Note,2024-05-20,PTY-0160,Neha Singh Distributors,41000,3600,44600,Credit Note to Neha Singh Distributors,Posted,2024-05-20,2024-05-01
VCH-2985,COMP-0010,DLN-002985,Delivery Note,2024-04-05,PTY-0145,Rajesh Singh Traders,0,0,0,Delivery Note to Rajesh Singh Traders,Posted,2024-04-05,2024-05-01
VCH-2986,COMP-0010,DLN-002986,Delivery Note,2024-04-15,PTY-0146,Amit Patel Traders,0,0,0,Delivery Note to Amit Patel Traders,Posted,2024-04-15,2024-05-01
VCH-2987,COMP-0010,DLN-002987,Delivery Note,2024-05-10,PTY-0147,Neha Kumar Traders,0,0,0,Delivery Note to Neha Kumar Traders,Posted,2024-05-10,2024-05-01
VCH-2988,COMP-0010,DLN-002988,Delivery Note,2024-05-20,PTY-0148,Vikram Singh Suppliers,0,0,0,Delivery Note to Vikram Singh Suppliers,Posted,2024-05-20,2024-05-01
VCH-2989,COMP-0010,RN-002989,Receipt Note,2024-04-05,PTY-0149,Priya Singh Distributors,0,0,0,Receipt Note from Priya Singh Distributors,Posted,2024-04-05,2024-05-01
VCH-2990,COMP-0010,RN-002990,Receipt Note,2024-04-15,PTY-0150,Vikram Sharma Suppliers,0,0,0,Receipt Note from Vikram Sharma Suppliers,Posted,2024-04-15,2024-05-01
VCH-2991,COMP-0010,RN-002991,Receipt Note,2024-05-10,PTY-0151,Vikram Kumar Distributors,0,0,0,Receipt Note from Vikram Kumar Distributors,Posted,2024-05-10,2024-05-01
VCH-2992,COMP-0010,RN-002992,Receipt Note,2024-05-20,PTY-0152,Priya Singh Traders,0,0,0,Receipt Note from Priya Singh Traders,Posted,2024-05-20,2024-05-01
VCH-2993,COMP-0011,RCP-002993,Receipt,2024-04-05,PTY-0161,Rajesh Gupta Distributors,25000,0,25000,Receipt from Rajesh Gupta Distributors,Posted,2024-04-05,2024-05-01
VCH-2994,COMP-0011,RCP-002994,Receipt,2024-04-15,PTY-0162,Rajesh Sharma Traders,40000,0,40000,Receipt from Rajesh Sharma Traders,Posted,2024-04-15,2024-05-01
VCH-2995,COMP-0011,RCP-002995,Receipt,2024-05-10,PTY-0163,Neha Singh Distributors,55000,0,55000,Receipt from Neha Singh Distributors,Posted,2024-05-10,2024-05-01
VCH-2996,COMP-0011,RCP-002996,Receipt,2024-05-20,PTY-0164,Priya Kumar Suppliers,70000,0,70000,Receipt from Priya Kumar Suppliers,Posted,2024-05-20,2024-05-01
VCH-2997,COMP-0011,PAY-002997,Payment,2024-04-05,PTY-0165,Amit Singh Traders,30000,0,30000,Payment to Amit Singh Traders,Posted,2024-04-05,2024-05-01
VCH-2998,COMP-0011,PAY-002998,Payment,2024-04-15,PTY-0166,Rajesh Singh Traders,42000,0,42000,Payment to Rajesh Singh Traders,Posted,2024-04-15,2024-05-01
VCH-2999,COMP-0011,PAY-002999,Payment,2024-05-10,PTY-0167,Neha Kumar Traders,54000,0,54000,Payment to Neha Kumar Traders,Posted,2024-05-10,2024-05-01
VCH-3000,COMP-0011,PAY-003000,Payment,2024-05-20,PTY-0168,Neha Singh Suppliers,66000,0,66000,Payment to Neha Singh Suppliers,Posted,2024-05-20,2024-05-01
VCH-3001,COMP-0011,CNT-003001,Contra,2024-04-05,,,0,0,50000,Contra Entry,Posted,2024-04-05,2024-05-01
VCH-3002,COMP-0011,CNT-003002,Contra,2024-04-15,,,0,0,75000,Contra Entry,Posted,2024-04-15,2024-05-01
VCH-3003,COMP-0011,CNT-003003,Contra,2024-05-10,,,0,0,100000,Contra Entry,Posted,2024-05-10,2024-05-01
VCH-3004,COMP-0011,DN-003004,Debit Note,2024-04-05,PTY-0169,Neha Sharma Suppliers,15000,2700,17700,Debit Note to Neha Sharma Suppliers,Posted,2024-04-05,2024-05-01
VCH-3005,COMP-0011,DN-003005,Debit Note,2024-04-15,PTY-0170,Rajesh Gupta Distributors,23000,2700,25700,Debit Note to Rajesh Gupta Distributors,Posted,2024-04-15,2024-05-01
VCH-3006,COMP-0011,DN-003006,Debit Note,2024-05-10,PTY-0171,Neha Gupta Suppliers,31000,2700,33700,Debit Note to Neha Gupta Suppliers,Posted,2024-05-10,2024-05-01
VCH-3007,COMP-0011,DN-003007,Debit Note,2024-05-20,PTY-0172,Neha Gupta Traders,39000,2700,41700,Debit Note to Neha Gupta Traders,Posted,2024-05-20,2024-05-01
VCH-3008,COMP-0011,CN-003008,Credit Note,2024-04-05,PTY-0173,Neha Gupta Suppliers,20000,3600,23600,Credit Note to Neha Gupta Suppliers,Posted,2024-04-05,2024-05-01
VCH-3009,COMP-0011,CN-003009,Credit Note,2024-04-15,PTY-0174,Neha Gupta Traders,27000,3600,30600,Credit Note to Neha Gupta Traders,Posted,2024-04-15,2024-05-01
VCH-3010,COMP-0011,CN-003010,Credit Note,2024-05-10,PTY-0175,Rajesh Gupta Distributors,34000,3600,37600,Credit Note to Rajesh Gupta Distributors,Posted,2024-05-10,2024-05-01
VCH-3011,COMP-0011,CN-003011,Credit Note,2024-05-20,PTY-0176,Amit Gupta Suppliers,41000,3600,44600,Credit Note to Amit Gupta Suppliers,Posted,2024-05-20,2024-05-01
VCH-3012,COMP-0011,DLN-003012,Delivery Note,2024-04-05,PTY-0161,Rajesh Gupta Distributors,0,0,0,Delivery Note to Rajesh Gupta Distributors,Posted,2024-04-05,2024-05-01
VCH-3013,COMP-0011,DLN-003013,Delivery Note,2024-04-15,PTY-0162,Rajesh Sharma Traders,0,0,0,Delivery Note to Rajesh Sharma Traders,Posted,2024-04-15,2024-05-01
VCH-3014,COMP-0011,DLN-003014,Delivery Note,2024-05-10,PTY-0163,Neha Singh Distributors,0,0,0,Delivery Note to Neha Singh Distributors,Posted,2024-05-10,2024-05-01
VCH-3015,COMP-0011,DLN-003015,Delivery Note,2024-05-20,PTY-0164,Priya Kumar Suppliers,0,0,0,Delivery Note to Priya Kumar Suppliers,Posted,2024-05-20,2024-05-01
VCH-3016,COMP-0011,RN-003016,Receipt Note,2024-04-05,PTY-0165,Amit Singh Traders,0,0,0,Receipt Note from Amit Singh Traders,Posted,2024-04-05,2024-05-01
VCH-3017,COMP-0011,RN-003017,Receipt Note,2024-04-15,PTY-0166,Rajesh Singh Traders,0,0,0,Receipt Note from Rajesh Singh Traders,Posted,2024-04-15,2024-05-01
VCH-3018,COMP-0011,RN-003018,Receipt Note,2024-05-10,PTY-0167,Neha Kumar Traders,0,0,0,Receipt Note from Neha Kumar Traders,Posted,2024-05-10,2024-05-01
VCH-3019,COMP-0011,RN-003019,Receipt Note,2024-05-20,PTY-0168,Neha Singh Suppliers,0,0,0,Receipt Note from Neha Singh Suppliers,Posted,2024-05-20,2024-05-01
VCH-3020,COMP-0012,RCP-003020,Receipt,2024-04-05,PTY-0177,Neha Singh Traders,25000,0,25000,Receipt from Neha Singh Traders,Posted,2024-04-05,2024-05-01
VCH-3021,COMP-0012,RCP-003021,Receipt,2024-04-15,PTY-0178,Amit Kumar Distributors,40000,0,40000,Receipt from Amit Kumar Distributors,Posted,2024-04-15,2024-05-01
VCH-3022,COMP-0012,RCP-003022,Receipt,2024-05-10,PTY-0179,Neha Kumar Suppliers,55000,0,55000,Receipt from Neha Kumar Suppliers,Posted,2024-05-10,2024-05-01
VCH-3023,COMP-0012,RCP-003023,Receipt,2024-05-20,PTY-0180,Vikram Kumar Suppliers,70000,0,70000,Receipt from Vikram Kumar Suppliers,Posted,2024-05-20,2024-05-01
VCH-3024,COMP-0012,PAY-003024,Payment,2024-04-05,PTY-0181,Neha Patel Distributors,30000,0,30000,Payment to Neha Patel Distributors,Posted,2024-04-05,2024-05-01
VCH-3025,COMP-0012,PAY-003025,Payment,2024-04-15,PTY-0182,Priya Sharma Traders,42000,0,42000,Payment to Priya Sharma Traders,Posted,2024-04-15,2024-05-01
VCH-3026,COMP-0012,PAY-003026,Payment,2024-05-10,PTY-0183,Vikram Singh Distributors,54000,0,54000,Payment to Vikram Singh Distributors,Posted,2024-05-10,2024-05-01
VCH-3027,COMP-0012,PAY-003027,Payment,2024-05-20,PTY-0184,Rajesh Kumar Suppliers,66000,0,66000,Payment to Rajesh Kumar Suppliers,Posted,2024-05-20,2024-05-01
VCH-3028,COMP-0012,CNT-003028,Contra,2024-04-05,,,0,0,50000,Contra Entry,Posted,2024-04-05,2024-05-01
VCH-3029,COMP-0012,CNT-003029,Contra,2024-04-15,,,0,0,75000,Contra Entry,Posted,2024-04-15,2024-05-01
VCH-3030,COMP-0012,CNT-003030,Contra,2024-05-10,,,0,0,100000,Contra Entry,Posted,2024-05-10,2024-05-01
VCH-3031,COMP-0012,DN-003031,Debit Note,2024-04-05,PTY-0185,Vikram Singh Distributors,15000,2700,17700,Debit Note to Vikram Singh Distributors,Posted,2024-04-05,2024-05-01
VCH-3032,COMP-0012,DN-003032,Debit Note,2024-04-15,PTY-0186,Priya Singh Suppliers,23000,2700,25700,Debit Note to Priya Singh Suppliers,Posted,2024-04-15,2024-05-01
VCH-3033,COMP-0012,DN-003033,Debit Note,2024-05-10,PTY-0187,Priya Kumar Suppliers,31000,2700,33700,Debit Note to Priya Kumar Suppliers,Posted,2024-05-10,2024-05-01
VCH-3034,COMP-0012,DN-003034,Debit Note,2024-05-20,PTY-0188,Rajesh Singh Suppliers,39000,2700,41700,Debit Note to Rajesh Singh Suppliers,Posted,2024-05-20,2024-05-01
VCH-3035,COMP-0012,CN-003035,Credit Note,2024-04-05,PTY-0189,Vikram Patel Suppliers,20000,3600,23600,Credit Note to Vikram Patel Suppliers,Posted,2024-04-05,2024-05-01
VCH-3036,COMP-0012,CN-003036,Credit Note,2024-04-15,PTY-0190,Rajesh Singh Traders,27000,3600,30600,Credit Note to Rajesh Singh Traders,Posted,2024-04-15,2024-05-01
VCH-3037,COMP-0012,CN-003037,Credit Note,2024-05-10,PTY-0191,Neha Kumar Distributors,34000,3600,37600,Credit Note to Neha Kumar Distributors,Posted,2024-05-10,2024-05-01
VCH-3038,COMP-0012,CN-003038,Credit Note,2024-05-20,PTY-0192,Amit Gupta Traders,41000,3600,44600,Credit Note to Amit Gupta Traders,Posted,2024-05-20,2024-05-01
VCH-3039,COMP-0012,DLN-003039,Delivery Note,2024-04-05,PTY-0177,Neha Singh Traders,0,0,0,Delivery Note to Neha Singh Traders,Posted,2024-04-05,2024-05-01
VCH-3040,COMP-0012,DLN-003040,Delivery Note,2024-04-15,PTY-0178,Amit Kumar Distributors,0,0,0,Delivery Note to Amit Kumar Distributors,Posted,2024-04-15,2024-05-01
VCH-3041,COMP-0012,DLN-003041,Delivery Note,2024-05-10,PTY-0179,Neha Kumar Suppliers,0,0,0,Delivery Note to Neha Kumar Suppliers,Posted,2024-05-10,2024-05-01
VCH-3042,COMP-0012,DLN-003042,Delivery Note,2024-05-20,PTY-0180,Vikram Kumar Suppliers,0,0,0,Delivery Note to Vikram Kumar Suppliers,Posted,2024-05-20,2024-05-01
VCH-3043,COMP-0012,RN-003043,Receipt Note,2024-04-05,PTY-0181,Neha Patel Distributors,0,0,0,Receipt Note from Neha Patel Distributors,Posted,2024-04-05,2024-05-01
VCH-3044,COMP-0012,RN-003044,Receipt Note,2024-04-15,PTY-0182,Priya Sharma Traders,0,0,0,Receipt Note from Priya Sharma Traders,Posted,2024-04-15,2024-05-01
VCH-3045,COMP-0012,RN-003045,Receipt Note,2024-05-10,PTY-0183,Vikram Singh Distributors,0,0,0,Receipt Note from Vikram Singh Distributors,Posted,2024-05-10,2024-05-01
VCH-3046,COMP-0012,RN-003046,Receipt Note,2024-05-20,PTY-0184,Rajesh Kumar Suppliers,0,0,0,Receipt Note from Rajesh Kumar Suppliers,Posted,2024-05-20,2024-05-01
VCH-3047,COMP-0013,RCP-003047,Receipt,2024-04-05,PTY-0193,Vikram Sharma Suppliers,25000,0,25000,Receipt from Vikram Sharma Suppliers,Posted,2024-04-05,2024-05-01
VCH-3048,COMP-0013,RCP-003048,Receipt,2024-04-15,PTY-0194,Rajesh Singh Distributors,40000,0,40000,Receipt from Rajesh Singh Distributors,Posted,2024-04-15,2024-05-01
VCH-3049,COMP-0013,RCP-003049,Receipt,2024-05-10,PTY-0195,Priya Sharma Suppliers,55000,0,55000,Receipt from Priya Sharma Suppliers,Posted,2024-05-10,2024-05-01
VCH-3050,COMP-0013,RCP-003050,Receipt,2024-05-20,PTY-0196,Amit Sharma Distributors,70000,0,70000,Receipt from Amit Sharma Distributors,Posted,2024-05-20,2024-05-01
VCH-3051,COMP-0013,PAY-003051,Payment,2024-04-05,PTY-0197,Priya Singh Distributors,30000,0,30000,Payment to Priya Singh Distributors,Posted,2024-04-05,2024-05-01
VCH-3052,COMP-0013,PAY-003052,Payment,2024-04-15,PTY-0198,Amit Patel Traders,42000,0,42000,Payment to Amit Patel Traders,Posted,2024-04-15,2024-05-01
VCH-3053,COMP-0013,PAY-003053,Payment,2024-05-10,PTY-0199,Priya Kumar Traders,54000,0,54000,Payment to Priya Kumar Traders,Posted,2024-05-10,2024-05-01
VCH-3054,COMP-0013,PAY-003054,Payment,2024-05-20,PTY-0200,Vikram Patel Distributors,66000,0,66000,Payment to Vikram Patel Distributors,Posted,2024-05-20,2024-05-01
VCH-3055,COMP-0013,CNT-003055,Contra,2024-04-05,,,0,0,50000,Contra Entry,Posted,2024-04-05,2024-05-01
VCH-3056,COMP-0013,CNT-003056,Contra,2024-04-15,,,0,0,75000,Contra Entry,Posted,2024-04-15,2024-05-01
VCH-3057,COMP-0013,CNT-003057,Contra,2024-05-10,,,0,0,100000,Contra Entry,Posted,2024-05-10,2024-05-01
VCH-3058,COMP-0013,DN-003058,Debit Note,2024-04-05,PTY-0201,Amit Kumar Suppliers,15000,2700,17700,Debit Note to Amit Kumar Suppliers,Posted,2024-04-05,2024-05-01
VCH-3059,COMP-0013,DN-003059,Debit Note,2024-04-15,PTY-0202,Priya Kumar Traders,23000,2700,25700,Debit Note to Priya Kumar Traders,Posted,2024-04-15,2024-05-01
VCH-3060,COMP-0013,DN-003060,Debit Note,2024-05-10,PTY-0203,Amit Kumar Suppliers,31000,2700,33700,Debit Note to Amit Kumar Suppliers,Posted,2024-05-10,2024-05-01
VCH-3061,COMP-0013,DN-003061,Debit Note,2024-05-20,PTY-0204,Vikram Sharma Distributors,39000,2700,41700,Debit Note to Vikram Sharma Distributors,Posted,2024-05-20,2024-05-01
VCH-3062,COMP-0013,CN-003062,Credit Note,2024-04-05,PTY-0205,Neha Gupta Distributors,20000,3600,23600,Credit Note to Neha Gupta Distributors,Posted,2024-04-05,2024-05-01
VCH-3063,COMP-0013,CN-003063,Credit Note,2024-04-15,PTY-0206,Vikram Sharma Traders,27000,3600,30600,Credit Note to Vikram Sharma Traders,Posted,2024-04-15,2024-05-01
VCH-3064,COMP-0013,CN-003064,Credit Note,2024-05-10,PTY-0207,Amit Kumar Suppliers,34000,3600,37600,Credit Note to Amit Kumar Suppliers,Posted,2024-05-10,2024-05-01
VCH-3065,COMP-0013,CN-003065,Credit Note,2024-05-20,PTY-0208,Neha Kumar Suppliers,41000,3600,44600,Credit Note to Neha Kumar Suppliers,Posted,2024-05-20,2024-05-01
VCH-3066,COMP-0013,DLN-003066,Delivery Note,2024-04-05,PTY-0193,Vikram Sharma Suppliers,0,0,0,Delivery Note to Vikram Sharma Suppliers,Posted,2024-04-05,2024-05-01
VCH-3067,COMP-0013,DLN-003067,Delivery Note,2024-04-15,PTY-0194,Rajesh Singh Distributors,0,0,0,Delivery Note to Rajesh Singh Distributors,Posted,2024-04-15,2024-05-01
VCH-3068,COMP-0013,DLN-003068,Delivery Note,2024-05-10,PTY-0195,Priya Sharma Suppliers,0,0,0,Delivery Note to Priya Sharma Suppliers,Posted,2024-05-10,2024-05-01
VCH-3069,COMP-0013,DLN-003069,Delivery Note,2024-05-20,PTY-0196,Amit Sharma Distributors,0,0,0,Delivery Note to Amit Sharma Distributors,Posted,2024-05-20,2024-05-01
VCH-3070,COMP-0013,RN-003070,Receipt Note,2024-04-05,PTY-0197,Priya Singh Distributors,0,0,0,Receipt Note from Priya Singh Distributors,Posted,2024-04-05,2024-05-01
VCH-3071,COMP-0013,RN-003071,Receipt Note,2024-04-15,PTY-0198,Amit Patel Traders,0,0,0,Receipt Note from Amit Patel Traders,Posted,2024-04-15,2024-05-01
VCH-3072,COMP-0013,RN-003072,Receipt Note,2024-05-10,PTY-0199,Priya Kumar Traders,0,0,0,Receipt Note from Priya Kumar Traders,Posted,2024-05-10,2024-05-01
VCH-3073,COMP-0013,RN-003073,Receipt Note,2024-05-20,PTY-0200,Vikram Patel Distributors,0,0,0,Receipt Note from Vikram Patel Distributors,Posted,2024-05-20,2024-05-01
VCH-3074,COMP-0014,RCP-003074,Receipt,2024-04-05,PTY-0209,Rajesh Gupta Suppliers,25000,0,25000,Receipt from Rajesh Gupta Suppliers,Posted,2024-04-05,2024-05-01
VCH-3075,COMP-0014,RCP-003075,Receipt,2024-04-15,PTY-0210,Amit Patel Distributors,40000,0,40000,Receipt from Amit Patel Distributors,Posted,2024-04-15,2024-05-01
VCH-3076,COMP-0014,RCP-003076,Receipt,2024-05-10,PTY-0211,Amit Sharma Distributors,55000,0,55000,Receipt from Amit Sharma Distributors,Posted,2024-05-10,2024-05-01
VCH-3077,COMP-0014,RCP-003077,Receipt,2024-05-20,PTY-0212,Priya Kumar Distributors,70000,0,70000,Receipt from Priya Kumar Distributors,Posted,2024-05-20,2024-05-01
VCH-3078,COMP-0014,PAY-003078,Payment,2024-04-05,PTY-0213,Vikram Sharma Traders,30000,0,30000,Payment to Vikram Sharma Traders,Posted,2024-04-05,2024-05-01
VCH-3079,COMP-0014,PAY-003079,Payment,2024-04-15,PTY-0214,Neha Singh Traders,42000,0,42000,Payment to Neha Singh Traders,Posted,2024-04-15,2024-05-01
VCH-3080,COMP-0014,PAY-003080,Payment,2024-05-10,PTY-0215,Amit Singh Traders,54000,0,54000,Payment to Amit Singh Traders,Posted,2024-05-10,2024-05-01
VCH-3081,COMP-0014,PAY-003081,Payment,2024-05-20,PTY-0216,Rajesh Patel Distributors,66000,0,66000,Payment to Rajesh Patel Distributors,Posted,2024-05-20,2024-05-01
VCH-3082,COMP-0014,CNT-003082,Contra,2024-04-05,,,0,0,50000,Contra Entry,Posted,2024-04-05,2024-05-01
VCH-3083,COMP-0014,CNT-003083,Contra,2024-04-15,,,0,0,75000,Contra Entry,Posted,2024-04-15,2024-05-01
VCH-3084,COMP-0014,CNT-003084,Contra,2024-05-10,,,0,0,100000,Contra Entry,Posted,2024-05-10,2024-05-01
