LineID,VoucherID,CompanyID,LineType,ItemID,Qty,Rate,Amount,LedgerID,LedgerDebit,LedgerCredit,Narration,CreatedDate,LastModifiedDate
VL-7702,VCH-3724,COMP-0038,Ledger,,55000,55000,LED-0372,55000,0,,,2024-05-10,2024-05-01
VL-7703,VCH-3724,COMP-0038,Ledger,,0,0,PTY-0595,0,55000,,,2024-05-10,2024-05-01
VL-7704,VCH-3725,COMP-0038,Ledger,,70000,70000,LED-0372,70000,0,,,2024-05-20,2024-05-01
VL-7705,VCH-3725,COMP-0038,Ledger,,0,0,PTY-0596,0,70000,,,2024-05-20,2024-05-01
VL-7706,VCH-3726,COMP-0038,Ledger,,0,0,PTY-0597,30000,0,,,2024-04-05,2024-05-01
VL-7707,VCH-3726,COMP-0038,Ledger,,30000,30000,LED-0373,0,30000,,,2024-04-05,2024-05-01
VL-7708,VCH-3727,COMP-0038,Ledger,,0,0,PTY-0598,42000,0,,,2024-04-15,2024-05-01
VL-7709,VCH-3727,COMP-0038,Ledger,,42000,42000,LED-0374,0,42000,,,2024-04-15,2024-05-01
VL-7710,VCH-3728,COMP-0038,Ledger,,0,0,PTY-0599,54000,0,,,2024-05-10,2024-05-01
VL-7711,VCH-3728,COMP-0038,Ledger,,54000,54000,LED-0373,0,54000,,,2024-05-10,2024-05-01
VL-7712,VCH-3729,COMP-0038,Ledger,,0,0,PTY-0600,66000,0,,,2024-05-20,2024-05-01
VL-7713,VCH-3729,COMP-0038,Ledger,,66000,66000,LED-0374,0,66000,,,2024-05-20,2024-05-01
VL-7714,VCH-3730,COMP-0038,Ledger,,50000,50000,LED-0372,50000,0,,,2024-04-05,2024-05-01
VL-7715,VCH-3730,COMP-0038,Ledger,,50000,50000,LED-0374,0,50000,,,2024-04-05,2024-05-01
VL-7716,VCH-3731,COMP-0038,Ledger,,75000,75000,LED-0374,75000,0,,,2024-04-15,2024-05-01
VL-7717,VCH-3731,COMP-0038,Ledger,,75000,75000,LED-0373,0,75000,,,2024-04-15,2024-05-01
VL-7718,VCH-3732,COMP-0038,Ledger,,100000,100000,LED-0372,100000,0,,,2024-05-10,2024-05-01
VL-7719,VCH-3732,COMP-0038,Ledger,,100000,100000,LED-0373,0,100000,,,2024-05-10,2024-05-01
VL-7720,VCH-3733,COMP-0038,Ledger,,0,0,PTY-0601,17700,0,,,2024-04-05,2024-05-01
VL-7721,VCH-3733,COMP-0038,Ledger,,0,0,LED-0376,0,15000,,,2024-04-05,2024-05-01
VL-7722,VCH-3733,COMP-0038,Ledger,,0,0,LED-0372,0,2700,,,2024-04-05,2024-05-01
VL-7723,VCH-3734,COMP-0038,Ledger,,0,0,PTY-0602,25700,0,,,2024-04-15,2024-05-01
VL-7724,VCH-3734,COMP-0038,Ledger,,0,0,LED-0376,0,23000,,,2024-04-15,2024-05-01
VL-7725,VCH-3734,COMP-0038,Ledger,,0,0,LED-0372,0,2700,,,2024-04-15,2024-05-01
VL-7726,VCH-3735,COMP-0038,Ledger,,0,0,PTY-0603,33700,0,,,2024-05-10,2024-05-01
VL-7727,VCH-3735,COMP-0038,Ledger,,0,0,LED-0376,0,31000,,,2024-05-10,2024-05-01
VL-7728,VCH-3735,COMP-0038,Ledger,,0,0,LED-0372,0,2700,,,2024-05-10,2024-05-01
VL-7729,VCH-3736,COMP-0038,Ledger,,0,0,PTY-0604,41700,0,,,2024-05-20,2024-05-01
VL-7730,VCH-3736,COMP-0038,Ledger,,0,0,LED-0376,0,39000,,,2024-05-20,2024-05-01
VL-7731,VCH-3736,COMP-0038,Ledger,,0,0,LED-0372,0,2700,,,2024-05-20,2024-05-01
VL-7732,VCH-3737,COMP-0038,Ledger,,0,0,LED-0375,20000,0,,,2024-04-05,2024-05-01
VL-7733,VCH-3737,COMP-0038,Ledger,,0,0,LED-0373,3600,0,,,2024-04-05,2024-05-01
VL-7734,VCH-3737,COMP-0038,Ledger,,0,0,PTY-0605,0,23600,,,2024-04-05,2024-05-01
VL-7735,VCH-3738,COMP-0038,Ledger,,0,0,LED-0375,27000,0,,,2024-04-15,2024-05-01
VL-7736,VCH-3738,COMP-0038,Ledger,,0,0,LED-0373,3600,0,,,2024-04-15,2024-05-01
VL-7737,VCH-3738,COMP-0038,Ledger,,0,0,PTY-0606,0,30600,,,2024-04-15,2024-05-01
VL-7738,VCH-3739,COMP-0038,Ledger,,0,0,LED-0375,34000,0,,,2024-05-10,2024-05-01
VL-7739,VCH-3739,COMP-0038,Ledger,,0,0,LED-0373,3600,0,,,2024-05-10,2024-05-01
VL-7740,VCH-3739,COMP-0038,Ledger,,0,0,PTY-0607,0,37600,,,2024-05-10,2024-05-01
VL-7741,VCH-3740,COMP-0038,Ledger,,0,0,LED-0375,41000,0,,,2024-05-20,2024-05-01
VL-7742,VCH-3740,COMP-0038,Ledger,,0,0,LED-0373,3600,0,,,2024-05-20,2024-05-01
VL-7743,VCH-3740,COMP-0038,Ledger,,0,0,PTY-0608,0,44600,,,2024-05-20,2024-05-01
VL-7744,VCH-3741,COMP-0038,Item,ITM-0001_COMP-0038,2,55000,110000,,0,0,,2024-04-05,2024-05-01
VL-7745,VCH-3741,COMP-0038,Item,ITM-0002_COMP-0038,3,3500,10500,,0,0,,2024-04-05,2024-05-01
VL-7746,VCH-3742,COMP-0038,Item,ITM-0002_COMP-0038,3,55000,165000,,0,0,,2024-04-15,2024-05-01
VL-7747,VCH-3742,COMP-0038,Item,ITM-0003_COMP-0038,4,3500,14000,,0,0,,2024-04-15,2024-05-01
VL-7748,VCH-3743,COMP-0038,Item,ITM-0003_COMP-0038,4,55000,220000,,0,0,,2024-05-10,2024-05-01
VL-7749,VCH-3743,COMP-0038,Item,ITM-0004_COMP-0038,5,3500,17500,,0,0,,2024-05-10,2024-05-01
VL-7750,VCH-3744,COMP-0038,Item,ITM-0004_COMP-0038,5,55000,275000,,0,0,,2024-05-20,2024-05-01
VL-7751,VCH-3744,COMP-0038,Item,ITM-0005_COMP-0038,6,3500,21000,,0,0,,2024-05-20,2024-05-01
VL-7752,VCH-3745,COMP-0038,Item,ITM-0003_COMP-0038,3,65000,195000,,0,0,,2024-04-05,2024-05-01
VL-7753,VCH-3745,COMP-0038,Item,ITM-0004_COMP-0038,2,1500,3000,,0,0,,2024-04-05,2024-05-01
VL-7754,VCH-3746,COMP-0038,Item,ITM-0004_COMP-0038,4,65000,260000,,0,0,,2024-04-15,2024-05-01
VL-7755,VCH-3746,COMP-0038,Item,ITM-0005_COMP-0038,3,1500,4500,,0,0,,2024-04-15,2024-05-01
VL-7756,VCH-3747,COMP-0038,Item,ITM-0005_COMP-0038,5,65000,325000,,0,0,,2024-05-10,2024-05-01
VL-7757,VCH-3747,COMP-0038,Item,ITM-0006_COMP-0038,4,1500,6000,,0,0,,2024-05-10,2024-05-01
VL-7758,VCH-3748,COMP-0038,Item,ITM-0006_COMP-0038,6,65000,390000,,0,0,,2024-05-20,2024-05-01
VL-7759,VCH-3748,COMP-0038,Item,ITM-0007_COMP-0038,5,1500,7500,,0,0,,2024-05-20,2024-05-01
VL-7760,VCH-3749,COMP-0039,Ledger,,25000,25000,LED-0382,25000,0,,,2024-04-05,2024-05-01
VL-7761,VCH-3749,COMP-0039,Ledger,,0,0,PTY-0609,0,25000,,,2024-04-05,2024-05-01
VL-7762,VCH-3750,COMP-0039,Ledger,,40000,40000,LED-0382,40000,0,,,2024-04-15,2024-05-01
VL-7763,VCH-3750,COMP-0039,Ledger,,0,0,PTY-0610,0,40000,,,2024-04-15,2024-05-01
VL-7764,VCH-3751,COMP-0039,Ledger,,55000,55000,LED-0382,55000,0,,,2024-05-10,2024-05-01
VL-7765,VCH-3751,COMP-0039,Ledger,,0,0,PTY-0611,0,55000,,,2024-05-10,2024-05-01
VL-7766,VCH-3752,COMP-0039,Ledger,,70000,70000,LED-0382,70000,0,,,2024-05-20,2024-05-01
VL-7767,VCH-3752,COMP-0039,Ledger,,0,0,PTY-0612,0,70000,,,2024-05-20,2024-05-01
VL-7768,VCH-3753,COMP-0039,Ledger,,0,0,PTY-0613,30000,0,,,2024-04-05,2024-05-01
VL-7769,VCH-3753,COMP-0039,Ledger,,30000,30000,LED-0383,0,30000,,,2024-04-05,2024-05-01
VL-7770,VCH-3754,COMP-0039,Ledger,,0,0,PTY-0614,42000,0,,,2024-04-15,2024-05-01
VL-7771,VCH-3754,COMP-0039,Ledger,,42000,42000,LED-0384,0,42000,,,2024-04-15,2024-05-01
VL-7772,VCH-3755,COMP-0039,Ledger,,0,0,PTY-0615,54000,0,,,2024-05-10,2024-05-01
VL-7773,VCH-3755,COMP-0039,Ledger,,54000,54000,LED-0383,0,54000,,,2024-05-10,2024-05-01
VL-7774,VCH-3756,COMP-0039,Ledger,,0,0,PTY-0616,66000,0,,,2024-05-20,2024-05-01
VL-7775,VCH-3756,COMP-0039,Ledger,,66000,66000,LED-0384,0,66000,,,2024-05-20,2024-05-01
VL-7776,VCH-3757,COMP-0039,Ledger,,50000,50000,LED-0382,50000,0,,,2024-04-05,2024-05-01
VL-7777,VCH-3757,COMP-0039,Ledger,,50000,50000,LED-0384,0,50000,,,2024-04-05,2024-05-01
VL-7778,VCH-3758,COMP-0039,Ledger,,75000,75000,LED-0384,75000,0,,,2024-04-15,2024-05-01
VL-7779,VCH-3758,COMP-0039,Ledger,,75000,75000,LED-0383,0,75000,,,2024-04-15,2024-05-01
VL-7780,VCH-3759,COMP-0039,Ledger,,100000,100000,LED-0382,100000,0,,,2024-05-10,2024-05-01
VL-7781,VCH-3759,COMP-0039,Ledger,,100000,100000,LED-0383,0,100000,,,2024-05-10,2024-05-01
VL-7782,VCH-3760,COMP-0039,Ledger,,0,0,PTY-0617,17700,0,,,2024-04-05,2024-05-01
VL-7783,VCH-3760,COMP-0039,Ledger,,0,0,LED-0386,0,15000,,,2024-04-05,2024-05-01
VL-7784,VCH-3760,COMP-0039,Ledger,,0,0,LED-0382,0,2700,,,2024-04-05,2024-05-01
VL-7785,VCH-3761,COMP-0039,Ledger,,0,0,PTY-0618,25700,0,,,2024-04-15,2024-05-01
VL-7786,VCH-3761,COMP-0039,Ledger,,0,0,LED-0386,0,23000,,,2024-04-15,2024-05-01
VL-7787,VCH-3761,COMP-0039,Ledger,,0,0,LED-0382,0,2700,,,2024-04-15,2024-05-01
VL-7788,VCH-3762,COMP-0039,Ledger,,0,0,PTY-0619,33700,0,,,2024-05-10,2024-05-01
VL-7789,VCH-3762,COMP-0039,Ledger,,0,0,LED-0386,0,31000,,,2024-05-10,2024-05-01
VL-7790,VCH-3762,COMP-0039,Ledger,,0,0,LED-0382,0,2700,,,2024-05-10,2024-05-01
VL-7791,VCH-3763,COMP-0039,Ledger,,0,0,PTY-0620,41700,0,,,2024-05-20,2024-05-01
VL-7792,VCH-3763,COMP-0039,Ledger,,0,0,LED-0386,0,39000,,,2024-05-20,2024-05-01
VL-7793,VCH-3763,COMP-0039,Ledger,,0,0,LED-0382,0,2700,,,2024-05-20,2024-05-01
VL-7794,VCH-3764,COMP-0039,Ledger,,0,0,LED-0385,20000,0,,,2024-04-05,2024-05-01
VL-7795,VCH-3764,COMP-0039,Ledger,,0,0,LED-0383,3600,0,,,2024-04-05,2024-05-01
VL-7796,VCH-3764,COMP-0039,Ledger,,0,0,PTY-0621,0,23600,,,2024-04-05,2024-05-01
VL-7797,VCH-3765,COMP-0039,Ledger,,0,0,LED-0385,27000,0,,,2024-04-15,2024-05-01
VL-7798,VCH-3765,COMP-0039,Ledger,,0,0,LED-0383,3600,0,,,2024-04-15,2024-05-01
VL-7799,VCH-3765,COMP-0039,Ledger,,0,0,PTY-0622,0,30600,,,2024-04-15,2024-05-01
VL-7800,VCH-3766,COMP-0039,Ledger,,0,0,LED-0385,34000,0,,,2024-05-10,2024-05-01
VL-7801,VCH-3766,COMP-0039,Ledger,,0,0,LED-0383,3600,0,,,2024-05-10,2024-05-01
VL-7802,VCH-3766,COMP-0039,Ledger,,0,0,PTY-0623,0,37600,,,2024-05-10,2024-05-01
VL-7803,VCH-3767,COMP-0039,Ledger,,0,0,LED-0385,41000,0,,,2024-05-20,2024-05-01
VL-7804,VCH-3767,COMP-0039,Ledger,,0,0,LED-0383,3600,0,,,2024-05-20,2024-05-01
VL-7805,VCH-3767,COMP-0039,Ledger,,0,0,PTY-0624,0,44600,,,2024-05-20,2024-05-01
VL-7806,VCH-3768,COMP-0039,Item,ITM-0001_COMP-0039,2,55000,110000,,0,0,,2024-04-05,2024-05-01
VL-7807,VCH-3768,COMP-0039,Item,ITM-0002_COMP-0039,3,3500,10500,,0,0,,2024-04-05,2024-05-01
VL-7808,VCH-3769,COMP-0039,Item,ITM-0002_COMP-0039,3,55000,165000,,0,0,,2024-04-15,2024-05-01
VL-7809,VCH-3769,COMP-0039,Item,ITM-0003_COMP-0039,4,3500,14000,,0,0,,2024-04-15,2024-05-01
VL-7810,VCH-3770,COMP-0039,Item,ITM-0003_COMP-0039,4,55000,220000,,0,0,,2024-05-10,2024-05-01
VL-7811,VCH-3770,COMP-0039,Item,ITM-0004_COMP-0039,5,3500,17500,,0,0,,2024-05-10,2024-05-01
VL-7812,VCH-3771,COMP-0039,Item,ITM-0004_COMP-0039,5,55000,275000,,0,0,,2024-05-20,2024-05-01
VL-7813,VCH-3771,COMP-0039,Item,ITM-0005_COMP-0039,6,3500,21000,,0,0,,2024-05-20,2024-05-01
VL-7814,VCH-3772,COMP-0039,Item,ITM-0003_COMP-0039,3,65000,195000,,0,0,,2024-04-05,2024-05-01
VL-7815,VCH-3772,COMP-0039,Item,ITM-0004_COMP-0039,2,1500,3000,,0,0,,2024-04-05,2024-05-01
VL-7816,VCH-3773,COMP-0039,Item,ITM-0004_COMP-0039,4,65000,260000,,0,0,,2024-04-15,2024-05-01
VL-7817,VCH-3773,COMP-0039,Item,ITM-0005_COMP-0039,3,1500,4500,,0,0,,2024-04-15,2024-05-01
VL-7818,VCH-3774,COMP-0039,Item,ITM-0005_COMP-0039,5,65000,325000,,0,0,,2024-05-10,2024-05-01
VL-7819,VCH-3774,COMP-0039,Item,ITM-0006_COMP-0039,4,1500,6000,,0,0,,2024-05-10,2024-05-01
VL-7820,VCH-3775,COMP-0039,Item,ITM-0006_COMP-0039,6,65000,390000,,0,0,,2024-05-20,2024-05-01
VL-7821,VCH-3775,COMP-0039,Item,ITM-0007_COMP-0039,5,1500,7500,,0,0,,2024-05-20,2024-05-01
VL-7822,VCH-3776,COMP-0040,Ledger,,25000,25000,LED-0392,25000,0,,,2024-04-05,2024-05-01
VL-7823,VCH-3776,COMP-0040,Ledger,,0,0,PTY-0625,0,25000,,,2024-04-05,2024-05-01
VL-7824,VCH-3777,COMP-0040,Ledger,,40000,40000,LED-0392,40000,0,,,2024-04-15,2024-05-01
VL-7825,VCH-3777,COMP-0040,Ledger,,0,0,PTY-0626,0,40000,,,2024-04-15,2024-05-01
VL-7826,VCH-3778,COMP-0040,Ledger,,55000,55000,LED-0392,55000,0,,,2024-05-10,2024-05-01
VL-7827,VCH-3778,COMP-0040,Ledger,,0,0,PTY-0627,0,55000,,,2024-05-10,2024-05-01
VL-7828,VCH-3779,COMP-0040,Ledger,,70000,70000,LED-0392,70000,0,,,2024-05-20,2024-05-01
VL-7829,VCH-3779,COMP-0040,Ledger,,0,0,PTY-0628,0,70000,,,2024-05-20,2024-05-01
VL-7830,VCH-3780,COMP-0040,Ledger,,0,0,PTY-0629,30000,0,,,2024-04-05,2024-05-01
VL-7831,VCH-3780,COMP-0040,Ledger,,30000,30000,LED-0393,0,30000,,,2024-04-05,2024-05-01
VL-7832,VCH-3781,COMP-0040,Ledger,,0,0,PTY-0630,42000,0,,,2024-04-15,2024-05-01
VL-7833,VCH-3781,COMP-0040,Ledger,,42000,42000,LED-0394,0,42000,,,2024-04-15,2024-05-01
VL-7834,VCH-3782,COMP-0040,Ledger,,0,0,PTY-0631,54000,0,,,2024-05-10,2024-05-01
VL-7835,VCH-3782,COMP-0040,Ledger,,54000,54000,LED-0393,0,54000,,,2024-05-10,2024-05-01
VL-7836,VCH-3783,COMP-0040,Ledger,,0,0,PTY-0632,66000,0,,,2024-05-20,2024-05-01
VL-7837,VCH-3783,COMP-0040,Ledger,,66000,66000,LED-0394,0,66000,,,2024-05-20,2024-05-01
VL-7838,VCH-3784,COMP-0040,Ledger,,50000,50000,LED-0392,50000,0,,,2024-04-05,2024-05-01
VL-7839,VCH-3784,COMP-0040,Ledger,,50000,50000,LED-0394,0,50000,,,2024-04-05,2024-05-01
VL-7840,VCH-3785,COMP-0040,Ledger,,75000,75000,LED-0394,75000,0,,,2024-04-15,2024-05-01
VL-7841,VCH-3785,COMP-0040,Ledger,,75000,75000,LED-0393,0,75000,,,2024-04-15,2024-05-01
VL-7842,VCH-3786,COMP-0040,Ledger,,100000,100000,LED-0392,100000,0,,,2024-05-10,2024-05-01
VL-7843,VCH-3786,COMP-0040,Ledger,,100000,100000,LED-0393,0,100000,,,2024-05-10,2024-05-01
VL-7844,VCH-3787,COMP-0040,Ledger,,0,0,PTY-0633,17700,0,,,2024-04-05,2024-05-01
VL-7845,VCH-3787,COMP-0040,Ledger,,0,0,LED-0396,0,15000,,,2024-04-05,2024-05-01
VL-7846,VCH-3787,COMP-0040,Ledger,,0,0,LED-0392,0,2700,,,2024-04-05,2024-05-01
VL-7847,VCH-3788,COMP-0040,Ledger,,0,0,PTY-0634,25700,0,,,2024-04-15,2024-05-01
VL-7848,VCH-3788,COMP-0040,Ledger,,0,0,LED-0396,0,23000,,,2024-04-15,2024-05-01
VL-7849,VCH-3788,COMP-0040,Ledger,,0,0,LED-0392,0,2700,,,2024-04-15,2024-05-01
VL-7850,VCH-3789,COMP-0040,Ledger,,0,0,PTY-0635,33700,0,,,2024-05-10,2024-05-01
VL-7851,VCH-3789,COMP-0040,Ledger,,0,0,LED-0396,0,31000,,,2024-05-10,2024-05-01
VL-7852,VCH-3789,COMP-0040,Ledger,,0,0,LED-0392,0,2700,,,2024-05-10,2024-05-01
VL-7853,VCH-3790,COMP-0040,Ledger,,0,0,PTY-0636,41700,0,,,2024-05-20,2024-05-01
VL-7854,VCH-3790,COMP-0040,Ledger,,0,0,LED-0396,0,39000,,,2024-05-20,2024-05-01
VL-7855,VCH-3790,COMP-0040,Ledger,,0,0,LED-0392,0,2700,,,2024-05-20,2024-05-01
VL-7856,VCH-3791,COMP-0040,Ledger,,0,0,LED-0395,20000,0,,,2024-04-05,2024-05-01
VL-7857,VCH-3791,COMP-0040,Ledger,,0,0,LED-0393,3600,0,,,2024-04-05,2024-05-01
VL-7858,VCH-3791,COMP-0040,Ledger,,0,0,PTY-0637,0,23600,,,2024-04-05,2024-05-01
VL-7859,VCH-3792,COMP-0040,Ledger,,0,0,LED-0395,27000,0,,,2024-04-15,2024-05-01
VL-7860,VCH-3792,COMP-0040,Ledger,,0,0,LED-0393,3600,0,,,2024-04-15,2024-05-01
VL-7861,VCH-3792,COMP-0040,Ledger,,0,0,PTY-0638,0,30600,,,2024-04-15,2024-05-01
VL-7862,VCH-3793,COMP-0040,Ledger,,0,0,LED-0395,34000,0,,,2024-05-10,2024-05-01
VL-7863,VCH-3793,COMP-0040,Ledger,,0,0,LED-0393,3600,0,,,2024-05-10,2024-05-01
VL-7864,VCH-3793,COMP-0040,Ledger,,0,0,PTY-0639,0,37600,,,2024-05-10,2024-05-01
VL-7865,VCH-3794,COMP-0040,Ledger,,0,0,LED-0395,41000,0,,,2024-05-20,2024-05-01
VL-7866,VCH-3794,COMP-0040,Ledger,,0,0,LED-0393,3600,0,,,2024-05-20,2024-05-01
VL-7867,VCH-3794,COMP-0040,Ledger,,0,0,PTY-0640,0,44600,,,2024-05-20,2024-05-01
VL-7868,VCH-3795,COMP-0040,Item,ITM-0001_COMP-0040,2,55000,110000,,0,0,,2024-04-05,2024-05-01
VL-7869,VCH-3795,COMP-0040,Item,ITM-0002_COMP-0040,3,3500,10500,,0,0,,2024-04-05,2024-05-01
VL-7870,VCH-3796,COMP-0040,Item,ITM-0002_COMP-0040,3,55000,165000,,0,0,,2024-04-15,2024-05-01
VL-7871,VCH-3796,COMP-0040,Item,ITM-0003_COMP-0040,4,3500,14000,,0,0,,2024-04-15,2024-05-01
VL-7872,VCH-3797,COMP-0040,Item,ITM-0003_COMP-0040,4,55000,220000,,0,0,,2024-05-10,2024-05-01
VL-7873,VCH-3797,COMP-0040,Item,ITM-0004_COMP-0040,5,3500,17500,,0,0,,2024-05-10,2024-05-01
VL-7874,VCH-3798,COMP-0040,Item,ITM-0004_COMP-0040,5,55000,275000,,0,0,,2024-05-20,2024-05-01
VL-7875,VCH-3798,COMP-0040,Item,ITM-0005_COMP-0040,6,3500,21000,,0,0,,2024-05-20,2024-05-01
VL-7876,VCH-3799,COMP-0040,Item,ITM-0003_COMP-0040,3,65000,195000,,0,0,,2024-04-05,2024-05-01
VL-7877,VCH-3799,COMP-0040,Item,ITM-0004_COMP-0040,2,1500,3000,,0,0,,2024-04-05,2024-05-01
VL-7878,VCH-3800,COMP-0040,Item,ITM-0004_COMP-0040,4,65000,260000,,0,0,,2024-04-15,2024-05-01
VL-7879,VCH-3800,COMP-0040,Item,ITM-0005_COMP-0040,3,1500,4500,,0,0,,2024-04-15,2024-05-01
VL-7880,VCH-3801,COMP-0040,Item,ITM-0005_COMP-0040,5,65000,325000,,0,0,,2024-05-10,2024-05-01
VL-7881,VCH-3801,COMP-0040,Item,ITM-0006_COMP-0040,4,1500,6000,,0,0,,2024-05-10,2024-05-01
VL-7882,VCH-3802,COMP-0040,Item,ITM-0006_COMP-0040,6,65000,390000,,0,0,,2024-05-20,2024-05-01
VL-7883,VCH-3802,COMP-0040,Item,ITM-0007_COMP-0040,5,1500,7500,,0,0,,2024-05-20,2024-05-01
VL-7884,VCH-3803,COMP-0041,Ledger,,25000,25000,LED-0402,25000,0,,,2024-04-05,2024-05-01
VL-7885,VCH-3803,COMP-0041,Ledger,,0,0,PTY-0641,0,25000,,,2024-04-05,2024-05-01
VL-7886,VCH-3804,COMP-0041,Ledger,,40000,40000,LED-0402,40000,0,,,2024-04-15,2024-05-01
VL-7887,VCH-3804,COMP-0041,Ledger,,0,0,PTY-0642,0,40000,,,2024-04-15,2024-05-01
VL-7888,VCH-3805,COMP-0041,Ledger,,55000,55000,LED-0402,55000,0,,,2024-05-10,2024-05-01
VL-7889,VCH-3805,COMP-0041,Ledger,,0,0,PTY-0643,0,55000,,,2024-05-10,2024-05-01
VL-7890,VCH-3806,COMP-0041,Ledger,,70000,70000,LED-0402,70000,0,,,2024-05-20,2024-05-01
VL-7891,VCH-3806,COMP-0041,Ledger,,0,0,PTY-0644,0,70000,,,2024-05-20,2024-05-01
VL-7892,VCH-3807,COMP-0041,Ledger,,0,0,PTY-0645,30000,0,,,2024-04-05,2024-05-01
VL-7893,VCH-3807,COMP-0041,Ledger,,30000,30000,LED-0403,0,30000,,,2024-04-05,2024-05-01
VL-7894,VCH-3808,COMP-0041,Ledger,,0,0,PTY-0646,42000,0,,,2024-04-15,2024-05-01
VL-7895,VCH-3808,COMP-0041,Ledger,,42000,42000,LED-0404,0,42000,,,2024-04-15,2024-05-01
VL-7896,VCH-3809,COMP-0041,Ledger,,0,0,PTY-0647,54000,0,,,2024-05-10,2024-05-01
VL-7897,VCH-3809,COMP-0041,Ledger,,54000,54000,LED-0403,0,54000,,,2024-05-10,2024-05-01
VL-7898,VCH-3810,COMP-0041,Ledger,,0,0,PTY-0648,66000,0,,,2024-05-20,2024-05-01
VL-7899,VCH-3810,COMP-0041,Ledger,,66000,66000,LED-0404,0,66000,,,2024-05-20,2024-05-01
VL-7900,VCH-3811,COMP-0041,Ledger,,50000,50000,LED-0402,50000,0,,,2024-04-05,2024-05-01
VL-7901,VCH-3811,COMP-0041,Ledger,,50000,50000,LED-0404,0,50000,,,2024-04-05,2024-05-01
VL-7902,VCH-3812,COMP-0041,Ledger,,75000,75000,LED-0404,75000,0,,,2024-04-15,2024-05-01
VL-7903,VCH-3812,COMP-0041,Ledger,,75000,75000,LED-0403,0,75000,,,2024-04-15,2024-05-01
VL-7904,VCH-3813,COMP-0041,Ledger,,100000,100000,LED-0402,100000,0,,,2024-05-10,2024-05-01
VL-7905,VCH-3813,COMP-0041,Ledger,,100000,100000,LED-0403,0,100000,,,2024-05-10,2024-05-01
VL-7906,VCH-3814,COMP-0041,Ledger,,0,0,PTY-0649,17700,0,,,2024-04-05,2024-05-01
VL-7907,VCH-3814,COMP-0041,Ledger,,0,0,LED-0406,0,15000,,,2024-04-05,2024-05-01
VL-7908,VCH-3814,COMP-0041,Ledger,,0,0,LED-0402,0,2700,,,2024-04-05,2024-05-01
VL-7909,VCH-3815,COMP-0041,Ledger,,0,0,PTY-0650,25700,0,,,2024-04-15,2024-05-01
VL-7910,VCH-3815,COMP-0041,Ledger,,0,0,LED-0406,0,23000,,,2024-04-15,2024-05-01
VL-7911,VCH-3815,COMP-0041,Ledger,,0,0,LED-0402,0,2700,,,2024-04-15,2024-05-01
VL-7912,VCH-3816,COMP-0041,Ledger,,0,0,PTY-0651,33700,0,,,2024-05-10,2024-05-01
VL-7913,VCH-3816,COMP-0041,Ledger,,0,0,LED-0406,0,31000,,,2024-05-10,2024-05-01
VL-7914,VCH-3816,COMP-0041,Ledger,,0,0,LED-0402,0,2700,,,2024-05-10,2024-05-01
VL-7915,VCH-3817,COMP-0041,Ledger,,0,0,PTY-0652,41700,0,,,2024-05-20,2024-05-01
VL-7916,VCH-3817,COMP-0041,Ledger,,0,0,LED-0406,0,39000,,,2024-05-20,2024-05-01
VL-7917,VCH-3817,COMP-0041,Ledger,,0,0,LED-0402,0,2700,,,2024-05-20,2024-05-01
VL-7918,VCH-3818,COMP-0041,Ledger,,0,0,LED-0405,20000,0,,,2024-04-05,2024-05-01
VL-7919,VCH-3818,COMP-0041,Ledger,,0,0,LED-0403,3600,0,,,2024-04-05,2024-05-01
VL-7920,VCH-3818,COMP-0041,Ledger,,0,0,PTY-0653,0,23600,,,2024-04-05,2024-05-01
VL-7921,VCH-3819,COMP-0041,Ledger,,0,0,LED-0405,27000,0,,,2024-04-15,2024-05-01
VL-7922,VCH-3819,COMP-0041,Ledger,,0,0,LED-0403,3600,0,,,2024-04-15,2024-05-01
VL-7923,VCH-3819,COMP-0041,Ledger,,0,0,PTY-0654,0,30600,,,2024-04-15,2024-05-01
VL-7924,VCH-3820,COMP-0041,Ledger,,0,0,LED-0405,34000,0,,,2024-05-10,2024-05-01
VL-7925,VCH-3820,COMP-0041,Ledger,,0,0,LED-0403,3600,0,,,2024-05-10,2024-05-01
VL-7926,VCH-3820,COMP-0041,Ledger,,0,0,PTY-0655,0,37600,,,2024-05-10,2024-05-01
VL-7927,VCH-3821,COMP-0041,Ledger,,0,0,LED-0405,41000,0,,,2024-05-20,2024-05-01
VL-7928,VCH-3821,COMP-0041,Ledger,,0,0,LED-0403,3600,0,,,2024-05-20,2024-05-01
VL-7929,VCH-3821,COMP-0041,Ledger,,0,0,PTY-0656,0,44600,,,2024-05-20,2024-05-01
VL-7930,VCH-3822,COMP-0041,Item,ITM-0001_COMP-0041,2,55000,110000,,0,0,,2024-04-05,2024-05-01
VL-7931,VCH-3822,COMP-0041,Item,ITM-0002_COMP-0041,3,3500,10500,,0,0,,2024-04-05,2024-05-01
VL-7932,VCH-3823,COMP-0041,Item,ITM-0002_COMP-0041,3,55000,165000,,0,0,,2024-04-15,2024-05-01
VL-7933,VCH-3823,COMP-0041,Item,ITM-0003_COMP-0041,4,3500,14000,,0,0,,2024-04-15,2024-05-01
VL-7934,VCH-3824,COMP-0041,Item,ITM-0003_COMP-0041,4,55000,220000,,0,0,,2024-05-10,2024-05-01
